name,nickname,stance,rank,overall,striking,wrestling,grappling,defense,career_score,finishing,dominance,wins,losses,draws,ufcwins,ufclosses,ufcdraws,ufctotalfights,Titlefighs_wins,pfp_rank,div_rank,divisions,maindiv,dob,strikes_landed_permin,sigstrikes_attempted,striking_acc,kd_permin,striking_def,strabsorbpm,takedown_landed,takedown_attempted,takedown_acc,control_time,takedown_def,sub_attempted,sub_avg15,total_sub,sub_resistance,durability
Dustin Ortiz,,Orthodox,16,58.27,69.17,66.95,58.61,72.7,28.72,58.14,46.64,19,8,0,19,8,0,14,0,Unranked,6.0,['flyweight'],flyweight,1988/12/25,26.55,48.95,51.11,18.48,68.42,87.75,31.06,71.84,35.99,59.78,51.99,6.25,2.85,0.0,80.0,56.34
Tagir Ulanbekov,,Southpaw,17,58.17,69.17,52.28,81.8,85.43,22.49,46.51,59.28,17,2,0,17,2,0,7,0,Unranked,10.0,['flyweight'],flyweight,1991/08/07,31.87,24.44,62.21,9.25,57.89,74.14,30.34,32.58,38.0,37.99,62.0,50.0,45.71,33.34,100.0,87.3
Alex Perez,,Orthodox,18,57.87,75.93,44.27,67.45,66.63,36.78,80.07,19.3,25,9,0,25,9,0,12,0,Unranked,4.0,"['flyweight', 'bantamweight']",flyweight,1992/03/21,42.06,25.62,55.56,36.97,73.68,75.96,21.05,19.24,46.0,24.75,76.99,0.0,22.85,33.34,60.0,37.03
Kyoji Horiguchi,,Orthodox,19,57.66,72.95,42.75,57.5,86.62,41.05,43.19,27.84,19,2,0,19,2,0,8,0,Unranked,3.0,"['flyweight', 'bantamweight']",flyweight,1990/10/12,34.73,11.18,53.33,36.97,84.21,84.55,20.64,25.17,43.99,22.1,55.0,0.0,0.0,0.0,80.0,79.17
Matheus Nicolau,,Orthodox,20,55.68,85.93,35.7,69.07,76.35,30.07,43.19,16.35,19,6,1,19,6,1,11,0,Unranked,5.0,"['flyweight', 'bantamweight']",flyweight,1993/01/06,31.14,44.91,66.65,73.91,92.12,78.48,12.58,17.03,43.0,17.47,90.0,6.25,22.85,16.67,100.0,46.47
Louis Smolka,Da Last Samurai,Orthodox,21,55.2,76.16,49.02,75.7,54.7,26.06,75.58,28.4,17,9,0,17,9,0,17,0,Unranked,9.0,"['bantamweight', 'flyweight']",flyweight,1991/07/16,48.01,65.07,57.78,18.48,60.54,65.55,17.44,37.78,35.0,44.21,31.99,62.5,51.44,33.34,40.0,30.07
Asu Almabayev,Zulfikar,Orthodox,22,54.8,68.86,55.87,73.72,78.07,16.48,40.7,59.51,21,3,0,21,3,0,5,0,Unranked,7.0,['flyweight'],flyweight,1994/01/25,18.86,19.92,73.32,9.25,60.54,92.45,42.62,31.1,41.99,30.88,66.01,25.0,39.99,16.67,100.0,66.67
John Moraga,,Orthodox,23,54.56,66.39,27.38,82.67,66.18,39.83,73.84,17.82,19,7,0,19,7,0,14,0,Unranked,4.0,['flyweight'],flyweight,1984/03/20,21.96,29.35,48.89,18.48,68.42,83.41,6.39,22.21,22.99,23.93,44.0,62.5,31.42,50.01,80.0,45.23
Kai Kara-France,Don't Blink,Orthodox,24,54.41,83.93,24.59,54.74,75.46,44.23,49.42,9.78,25,12,0,25,12,0,13,0,Unranked,2.0,"['flyweight', 'interim flyweight']",flyweight,1993/03/26,45.41,58.56,42.22,73.91,89.47,75.52,5.78,14.8,30.0,13.43,83.0,0.0,0.0,0.0,60.0,47.87
Amir Albazi,The Prince,Orthodox,25,54.32,62.22,32.8,72.3,87.26,28.36,65.12,30.25,17,2,0,17,2,0,6,0,Unranked,2.0,"['flyweight', 'bantamweight']",flyweight,1993/10/27,23.82,32.37,28.88,18.48,81.59,70.14,14.34,18.51,32.0,20.32,49.99,6.25,14.27,33.34,100.0,85.19
Ali Bagautinov,Puncher,Orthodox,26,52.88,67.99,47.14,61.61,74.03,27.67,40.7,44.22,15,6,0,15,6,0,7,0,Unranked,4.0,['flyweight'],flyweight,1985/06/10,25.42,50.55,46.67,18.48,57.89,77.22,25.91,38.51,35.99,31.04,65.0,0.0,8.57,0.0,100.0,61.9
Clayton Carpenter,,Orthodox,27,52.5,70.34,35.87,78.73,77.13,6.01,93.02,31.88,8,1,0,8,1,0,3,0,Unranked,Unranked,['flyweight'],flyweight,1996/06/09,38.59,5.46,75.55,0.0,65.8,81.12,23.01,5.18,46.0,8.76,41.99,25.0,42.86,33.34,100.0,70.37
Cody Durden,Custom Made,Southpaw,28,52.48,66.52,69.94,62.29,54.1,18.31,46.51,42.15,17,8,1,17,8,1,13,0,Unranked,13.0,"['flyweight', 'bantamweight']",flyweight,1991/03/29,32.76,21.66,51.11,9.25,52.63,62.81,42.62,52.58,46.99,50.16,73.0,25.0,20.0,16.67,40.0,22.22
Sergio Pettis,,Orthodox,29,52.37,68.81,33.55,60.61,78.75,40.57,23.26,13.26,18,5,0,18,5,0,14,0,Unranked,2.0,"['flyweight', 'bantamweight']",flyweight,1993/08/18,38.21,94.52,35.55,9.25,92.12,79.28,8.78,22.21,40.0,17.82,66.99,12.5,11.42,0.0,80.0,57.14
Manel Kape,StarBoy,Southpaw,30,52.18,86.6,18.38,61.61,81.6,22.58,69.77,3.75,21,7,0,21,7,0,9,0,Unranked,6.0,['flyweight'],flyweight,1993/11/14,52.6,20.47,75.55,55.43,71.06,66.25,4.33,7.41,30.0,3.32,81.0,0.0,8.57,0.0,100.0,70.37
Rafael Estevam,Macapa,Orthodox,31,51.3,66.61,56.62,62.06,88.01,5.97,23.26,100.0,13,0,0,13,0,0,2,0,Unranked,Unranked,['flyweight'],flyweight,1996/08/10,15.63,3.41,79.99,0.0,39.46,78.94,66.14,30.37,35.0,18.32,59.99,0.0,11.42,0.0,100.0,100.0
Nate Maness,Mayhem,Orthodox,32,51.15,71.12,42.06,65.2,70.79,15.08,65.12,12.39,16,3,0,16,3,0,7,0,Unranked,Unranked,"['flyweight', 'bantamweight', 'catch weight', 'featherweight']",flyweight,1991/06/27,29.03,23.65,64.43,18.48,31.58,68.19,7.02,2.96,75.01,7.95,80.0,0.0,20.0,16.67,80.0,63.49
Justin Scoggins,,Southpaw,33,50.71,71.08,64.24,56.16,60.79,12.21,40.7,43.4,11,5,0,11,5,0,9,0,Unranked,11.0,"['flyweight', 'bantamweight']",flyweight,1992/05/02,34.24,30.16,66.65,9.25,65.8,87.87,35.29,26.65,62.99,35.76,82.0,18.75,14.27,0.0,40.0,24.69
Chris Cariaso,Kamikaze,Southpaw,34,50.14,65.3,36.34,62.25,71.36,32.39,33.22,18.68,17,8,0,17,8,0,13,0,Unranked,7.0,"['flyweight', 'bantamweight']",flyweight,1981/05/27,31.63,45.7,48.89,0.0,81.59,87.07,11.45,19.24,38.99,23.39,57.01,37.5,22.85,0.0,60.0,47.01
Askar Askarov,Bullet,Orthodox,35,49.74,69.22,38.3,63.37,78.13,22.4,23.26,50.1,14,1,1,14,1,1,5,0,Unranked,2.0,['flyweight'],flyweight,1992/10/09,27.91,28.88,73.32,0.0,71.06,80.55,26.83,39.26,24.0,22.93,66.01,12.5,11.42,0.0,100.0,64.44
Francisco Figueiredo,Sniper,Southpaw,36,49.71,68.54,51.84,63.86,68.14,6.05,58.14,30.31,13,5,1,13,5,1,4,0,Unranked,Unranked,['flyweight'],flyweight,1989/10/23,15.38,1.58,88.88,0.0,81.59,82.95,25.91,5.93,75.01,11.1,75.99,0.0,11.42,16.67,80.0,36.11
Rogerio Bontorin,,Orthodox,37,49.43,66.56,51.31,66.06,62.08,10.59,58.14,34.19,16,4,0,16,4,0,6,0,Unranked,6.0,"['flyweight', 'bantamweight']",flyweight,1992/04/25,22.7,20.55,68.88,0.0,52.63,75.16,29.92,15.55,60.0,18.8,50.99,12.5,28.57,0.0,100.0,42.59
Yuta Sasaki,Ulka,Southpaw,38,47.99,59.85,42.17,76.26,49.05,12.21,93.02,15.7,21,6,2,21,6,2,9,0,Unranked,Unranked,"['flyweight', 'bantamweight']",flyweight,1989/10/07,16.87,24.83,44.44,0.0,52.63,83.99,31.27,22.21,43.0,12.95,40.99,6.25,34.29,66.66,40.0,16.04
Zach Makovsky,Fun Size,Southpaw,39,47.74,60.46,50.18,62.28,72.78,13.6,23.26,39.29,20,8,0,20,8,0,7,0,Unranked,6.0,['flyweight'],flyweight,1983/04/19,14.14,26.27,48.89,0.0,84.21,86.95,38.29,62.95,30.0,25.18,56.0,6.25,8.57,0.0,100.0,49.21
Jarred Brooks,The Monkey God,Switch,40,47.63,61.67,59.24,62.96,68.63,6.05,23.26,60.36,13,2,0,13,2,0,4,0,Unranked,Unranked,['flyweight'],flyweight,1993/05/02,16.38,13.81,55.56,0.0,84.21,93.59,46.85,20.73,57.0,22.12,68.99,0.0,17.15,0.0,100.0,36.11
Jafel Filho,Pastor,Orthodox,41,47.44,57.79,36.56,78.65,60.71,6.05,93.02,30.49,16,4,0,16,4,0,4,0,Unranked,Unranked,['flyweight'],flyweight,1993/05/05,13.9,2.92,44.44,0.0,44.73,93.94,25.28,8.89,41.99,11.18,66.01,25.0,60.01,33.34,80.0,36.11
Charles Johnson,InnerG,Switch,42,47.11,78.19,18.9,62.06,75.23,18.22,46.51,10.8,17,7,0,17,7,0,11,0,Unranked,12.0,"['flyweight', 'catch weight']",flyweight,1991/01/10,48.87,46.11,62.21,27.72,71.06,71.16,5.15,17.76,19.99,10.89,66.99,0.0,11.42,0.0,100.0,59.6
Ben Nguyen,Ten,Switch,43,47.07,68.6,19.67,72.42,66.9,16.56,75.58,9.73,16,8,0,16,8,0,7,0,Unranked,8.0,['flyweight'],flyweight,1988/08/03,33.62,19.92,42.22,27.72,76.33,78.14,2.59,2.21,33.0,6.24,63.0,12.5,28.57,33.34,80.0,39.68
Victor Altamirano,El Magnifico,Switch,44,47.03,74.27,40.67,60.28,63.66,6.14,58.14,25.84,12,5,0,12,5,0,6,0,Unranked,Unranked,['flyweight'],flyweight,1991/01/23,46.9,23.73,71.1,9.25,60.54,68.88,29.73,28.89,38.0,14.21,63.0,0.0,0.0,0.0,100.0,40.74
Allan Nascimento,Puro Osso,Orthodox,45,46.85,70.03,27.44,69.52,77.38,9.02,46.51,51.07,21,6,0,21,6,0,4,0,Unranked,Unranked,['flyweight'],flyweight,1991/09/11,22.83,8.95,86.66,0.0,52.63,90.15,14.66,11.1,24.0,18.7,29.98,6.25,25.72,16.67,100.0,77.78
Matt Schnell,Danger,Orthodox,46,46.61,66.12,25.53,77.74,53.26,25.81,53.15,5.89,17,9,0,17,9,0,15,0,Unranked,7.0,"['flyweight', 'bantamweight']",flyweight,1990/01/15,41.31,21.34,42.22,9.25,65.8,64.87,5.06,7.41,40.0,8.09,42.99,37.5,34.29,50.01,60.0,22.22
Andre Lima,Mascote,Orthodox,47,46.47,74.88,48.11,0.0,96.25,11.99,34.88,38.36,11,0,0,11,0,0,4,0,Unranked,Unranked,['flyweight'],flyweight,1999/02/04,40.45,28.09,86.66,0.0,71.06,84.09,14.03,5.18,75.01,14.06,75.01,0.0,,16.67,100.0,100.0
Jesus Aguilar,,Orthodox,48,46.05,61.81,28.21,70.78,70.22,9.07,69.77,14.4,11,3,0,11,3,0,5,0,Unranked,Unranked,['flyweight'],flyweight,1996/03/13,11.53,7.69,53.33,9.25,76.33,100.0,18.89,6.66,35.0,6.6,39.99,6.25,51.44,16.67,80.0,48.89
Ian McCall,Uncle Creepy,Orthodox,48,46.05,63.44,34.21,60.28,74.18,19.48,23.26,27.67,13,5,1,13,5,1,6,0,Unranked,3.0,['flyweight'],flyweight,1984/05/07,34.62,40.32,40.0,0.0,97.38,75.4,21.46,31.1,30.0,15.2,87.99,0.0,0.0,0.0,100.0,40.74
Eric Shelton,Showtime,Orthodox,50,45.88,61.16,48.0,61.83,68.42,10.59,23.26,34.1,12,6,0,12,6,0,6,0,Unranked,10.0,['flyweight'],flyweight,1991/02/02,21.96,21.1,46.67,0.0,86.85,91.07,29.2,24.44,51.0,18.74,46.0,6.25,5.7,0.0,100.0,40.74
Steve Erceg,Astroboy,Orthodox,51,45.09,72.55,21.55,62.28,63.83,20.22,46.51,12.48,12,4,0,12,4,0,6,0,Unranked,7.0,['flyweight'],flyweight,1995/07/27,45.28,58.09,55.56,9.25,57.89,66.47,8.66,14.07,26.01,8.38,63.0,6.25,8.57,0.0,100.0,42.59
Robert Sanchez,Littlefury,Orthodox,51,45.09,54.68,49.27,65.86,48.13,3.06,93.02,30.52,8,2,0,8,2,0,3,0,Unranked,Unranked,['flyweight'],flyweight,1986/03/05,1.98,0.47,42.22,0.0,42.11,92.21,37.25,5.93,62.0,8.38,49.99,6.25,20.0,16.67,80.0,14.81
Jeff Molina,El Jefe,Orthodox,53,44.96,82.78,2.04,60.28,91.93,8.98,46.51,15.59,11,2,0,11,2,0,3,0,Unranked,13.0,['flyweight'],flyweight,1997/07/17,80.03,28.24,59.98,27.72,65.8,54.92,0.0,0.73,0.0,4.28,66.01,0.0,0.0,0.0,100.0,100.0
Rei Tsuruya,,Orthodox,54,44.86,64.64,46.67,68.77,65.16,3.01,23.26,54.04,10,1,0,10,1,0,2,0,Unranked,Unranked,['flyweight'],flyweight,2002/06/22,17.86,6.67,68.88,0.0,31.58,89.59,52.21,21.48,37.01,9.91,49.99,0.0,54.29,0.0,100.0,55.56
Jimmy Flick,The Brick,Orthodox,55,44.7,61.92,34.13,87.04,38.16,6.14,93.02,22.93,17,9,0,17,9,0,6,0,Unranked,Unranked,['flyweight'],flyweight,1990/09/07,10.79,3.18,64.43,0.0,34.2,58.81,24.36,20.0,33.0,12.61,0.0,18.75,100.0,33.34,100.0,14.81
David Dvorak,Undertaker,Orthodox,56,44.62,64.64,21.0,66.39,74.98,13.55,46.51,13.75,20,6,0,20,6,0,6,0,Unranked,8.0,['flyweight'],flyweight,1992/06/05,33.25,30.87,48.89,0.0,76.33,74.94,5.98,7.41,30.0,7.57,69.99,6.25,5.7,16.67,100.0,55.56
Jake Hadley,White Kong,Southpaw,57,43.67,67.46,12.82,70.41,70.34,9.15,69.77,15.49,11,4,0,11,4,0,7,0,Unranked,Unranked,"['bantamweight', 'flyweight']",flyweight,1996/08/03,37.21,30.16,48.89,9.25,81.59,64.99,3.41,12.59,11.0,9.94,54.0,6.25,31.42,16.67,100.0,49.21
Hector Sandoval,Kid Alex,Orthodox,58,43.53,66.98,30.48,65.08,60.61,6.05,58.14,10.0,14,4,0,14,4,0,4,0,Unranked,Unranked,['flyweight'],flyweight,1986/07/19,31.14,1.5,68.88,0.0,92.12,85.93,36.02,14.8,24.99,3.66,71.0,12.5,39.99,0.0,80.0,16.67
Neil Seery,2Tap,Orthodox,59,43.32,67.96,20.78,75.12,63.78,9.15,46.51,10.06,16,13,0,16,13,0,7,0,Unranked,15.0,['flyweight'],flyweight,1979/08/30,34.24,31.58,44.44,18.48,73.68,69.22,8.05,13.32,27.0,6.46,53.0,56.25,45.71,16.67,80.0,38.1
Darren Uyenoyama,BC,Orthodox,60,43.27,55.34,27.3,69.29,66.17,10.5,58.14,25.16,10,6,0,10,6,0,4,0,Unranked,8.0,"['flyweight', 'bantamweight']",flyweight,1979/10/15,6.69,4.04,40.0,0.0,94.74,87.29,14.66,11.1,33.0,9.22,35.0,12.5,20.0,16.67,100.0,36.11
Joseph Morales,,Switch,61,43.04,56.87,26.72,79.75,52.09,3.06,93.02,6.7,9,2,0,9,2,0,3,0,Unranked,15.0,['flyweight'],flyweight,1994/08/22,9.67,2.52,35.55,9.25,78.95,92.9,5.47,1.48,49.99,1.85,22.99,31.25,74.28,16.67,100.0,14.81
Alessandro Costa,Nono,Orthodox,62,42.6,71.85,8.81,60.28,66.96,6.05,93.02,7.42,14,4,0,14,4,0,4,0,Unranked,Unranked,['flyweight'],flyweight,1996/01/28,41.44,20.55,57.78,18.48,71.06,72.54,2.78,5.93,11.99,2.72,90.0,0.0,0.0,0.0,100.0,36.11
Zhalgas Zhumagulov,,Switch,63,42.33,70.58,22.11,66.39,49.52,3.23,93.02,13.54,14,9,0,14,9,0,7,0,Unranked,Unranked,['flyweight'],flyweight,1988/08/29,55.08,53.65,48.89,0.0,57.89,45.54,13.42,26.65,19.0,8.69,75.01,6.25,5.7,16.67,100.0,12.7
Ryan Benoit,Baby Face,Orthodox,64,42.19,71.97,15.14,56.52,59.23,13.69,69.77,7.25,10,8,0,10,8,0,9,0,Unranked,7.0,"['flyweight', 'bantamweight']",flyweight,1989/08/25,25.8,39.84,40.0,46.2,73.68,70.82,2.88,6.66,22.0,5.99,72.0,0.0,11.42,0.0,60.0,23.46
Ramazan Temirov,Temurlan,Orthodox,65,41.91,70.46,27.44,0.0,98.94,5.97,58.14,2.49,19,3,0,19,3,0,2,0,Unranked,13.0,['flyweight'],flyweight,1997/01/31,44.28,15.38,42.22,27.72,76.33,67.61,8.66,1.48,49.99,0.47,100.0,0.0,,0.0,100.0,100.0
Louis Gaudinot,Goodnight,Orthodox,66,41.86,57.04,23.49,70.41,50.52,7.59,93.02,8.64,8,4,0,8,4,0,5,0,Unranked,6.0,"['flyweight', 'bantamweight']",flyweight,1984/08/28,19.11,7.38,35.55,0.0,47.37,39.13,5.88,3.69,40.0,3.96,30.99,6.25,31.42,16.67,100.0,31.11
Edgar Chairez,Puro Chicali,Orthodox,67,41.77,65.26,0.8,79.63,64.65,6.1,93.02,2.92,12,6,0,12,6,0,5,0,Unranked,Unranked,"['flyweight', 'catch weight']",flyweight,1996/01/27,32.76,3.0,51.11,9.25,31.58,54.46,0.0,1.48,0.0,1.34,32.99,25.0,48.56,33.34,100.0,64.44
Danny Martinez,The Gremlin,Orthodox,68,41.34,57.09,44.29,60.28,62.08,3.1,23.26,44.36,21,8,0,21,8,0,4,0,Unranked,Unranked,"['bantamweight', 'flyweight']",flyweight,1985/06/14,23.94,33.65,15.54,9.25,86.85,69.45,30.96,20.73,45.01,16.26,36.0,0.0,0.0,0.0,100.0,33.33
