name,nickname,stance,rank,overall,striking,wrestling,grappling,defense,career_score,finishing,dominance,wins,losses,draws,ufcwins,ufclosses,ufcdraws,ufctotalfights,Titlefighs_wins,pfp_rank,div_rank,divisions,maindiv,dob,strikes_landed_permin,sigstrikes_attempted,striking_acc,kd_permin,striking_def,strabsorbpm,takedown_landed,takedown_attempted,takedown_acc,control_time,takedown_def,sub_attempted,sub_avg15,total_sub,sub_resistance,durability
Matt Van Buren,Gutter,Unknown,140,31.46,81.1,0.23,62.91,40.06,6.45,0.0,2.66,7,6,0,7,6,0,2,0,Unranked,Unranked,"['light heavyweight', 'ultimate fighter 19 light heavyweight tournament']",light heavyweight,1986/06/12,70.85,0.97,45.0,0.0,53.27,43.78,0.0,0.0,0.0,0.4,50.02,0.0,0.0,0.0,100.0,0.0
Klidson Abreu,White Bear,Orthodox,141,30.82,67.7,14.95,0.0,72.54,2.98,23.26,9.53,15,4,0,15,4,0,4,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1992/12/24,18.79,22.9,40.0,0.0,59.79,76.09,6.0,7.68,19.99,2.89,80.01,0.0,,0.0,100.0,55.56
Anton Turkalj,The Pleasure Man,Orthodox,142,30.24,69.47,46.56,0.0,41.45,0.13,0.0,15.27,8,4,0,8,4,0,4,0,Unranked,Unranked,"['light heavyweight', 'catch weight']",light heavyweight,1996/06/10,22.46,23.09,42.0,0.0,58.7,71.8,46.6,17.69,41.0,4.62,15.98,0.0,,0.0,80.0,0.0
Mike Whitehead,,Orthodox,143,29.9,62.75,40.64,0.0,53.7,0.0,0.0,78.48,27,8,0,27,8,0,1,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1981/06/29,14.85,7.08,33.0,0.0,64.13,80.54,33.61,9.24,42.99,5.94,77.01,0.0,,0.0,100.0,11.11
Homer Moore,The Rock,Orthodox,144,29.0,67.58,55.69,0.0,25.45,0.0,0.0,55.94,26,9,2,26,9,2,1,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1971/11/27,6.24,0.77,50.0,0.0,0.0,94.39,47.45,2.31,65.99,4.24,0.0,0.0,,0.0,80.0,0.0
Hector Ramirez,Sick Dog,Orthodox,145,28.91,67.93,38.81,0.0,45.17,0.04,0.0,26.33,10,6,1,10,6,1,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1976/03/28,20.81,11.84,41.0,0.0,60.88,62.08,21.53,6.15,55.0,3.99,66.0,0.0,,0.0,100.0,0.0
Todd Brown,Bulldog,Orthodox,146,28.7,68.79,2.62,62.91,41.97,0.04,0.0,26.33,16,4,0,16,4,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1976/12/13,19.7,2.25,45.0,0.0,52.18,68.27,0.0,2.31,0.0,3.99,50.02,0.0,0.0,0.0,100.0,0.0
Sean Salmon,,Southpaw,147,28.5,62.19,42.08,0.0,44.64,0.04,0.0,5.84,18,21,0,18,21,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1977/09/11,13.67,2.83,33.0,0.0,70.65,83.27,38.0,3.07,50.0,0.89,0.0,0.0,,0.0,80.0,0.0
Robert Drysdale,,Orthodox,148,28.3,0.0,79.48,83.15,0.0,0.0,0.0,18.44,7,0,0,7,0,0,1,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1981/10/05,0.0,0.0,,0.0,,100.0,68.51,0.76,100.0,1.4,0.0,27.27,100.0,0.0,100.0,100.0
Wagner Prado,Caldeirao,Southpaw,149,26.82,65.71,0.75,57.18,40.95,0.09,0.0,4.99,12,3,0,12,3,0,3,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1986/12/30,15.77,2.63,40.0,0.0,54.34,74.78,0.0,0.76,0.0,1.14,22.0,0.0,0.0,0.0,60.01,0.0
Antonio Mendes,Samurai,Southpaw,150,26.55,69.42,34.72,0.0,35.62,0.04,0.0,3.18,18,13,0,18,13,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1981/04/19,12.28,1.64,46.99,7.15,23.9,43.53,23.49,1.53,50.0,0.49,100.0,0.0,,0.0,100.0,0.0
Bojan Mihajlovic,,Orthodox,151,26.54,62.33,0.69,62.91,38.73,0.09,0.0,4.51,10,6,0,10,6,0,3,0,Unranked,Unranked,"['light heavyweight', 'heavyweight']",light heavyweight,1980/03/30,11.27,0.58,35.0,0.0,51.09,50.95,0.0,0.76,0.0,1.03,32.98,0.0,0.0,0.0,100.0,0.0
