name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,td_avg_acc,splm,stance,nick_name,dob,division
Greg Hardy,195.58,120.2,203.2,7,5,0,50.0,3.31,55.0,0.2,64.0,0.0,33.0,4.79,Orthodox,Prince of War,1988/07/28,['heavyweight']
Greg Soto,180.34,77.11,185.42,9,4,0,63.0,2.61,52.0,1.49,44.0,,27.0,3.2099999999999995,Orthodox,,1986/06/03,['welterweight']
Greg Stott,170.18,99.79,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Southpaw,Ranger,,['heavyweight']
Gregor Gillespie,170.18,70.31,180.34,14,1,0,52.0,2.3,57.0,6.86,100.0,0.8,48.0,3.74,Orthodox,The Gift,1986/11/13,['lightweight']
Gregory Rodrigues,190.5,83.91,190.5,17,6,0,51.0,5.04,50.0,2.21,90.0,0.3,38.0,5.54,Orthodox,Robocop,1992/02/17,['middleweight']
Grigory Popov,170.18,61.23,172.72,13,3,0,37.0,4.2,55.0,0.0,45.0,0.0,0.0,3.63,Switch,,1984/04/18,['bantamweight']
Guangyou Ning,162.56,65.77,162.56,5,4,1,41.0,1.91,61.0,1.09,62.0,0.3,50.0,2.66,Southpaw,Smasher,1981/12/15,"['bantamweight', 'ultimate fighter china featherweight tournament', 'featherweight']"
Guido Cannetti,167.64,61.23,172.72,10,8,0,55.0,2.84,51.0,2.27,64.0,0.4,55.0,3.44,Southpaw,Ninja,1979/12/19,['bantamweight']
Guilherme Vasconcelos,182.88,83.91,,9,4,0,29.0,4.4,70.0,0.0,0.0,,0.0,3.27,Orthodox,Bomba,1986/03/23,['middleweight']
Gunnar Nelson,180.34,77.11,182.88,19,6,1,61.0,3.06,48.0,2.0,68.0,1.0,52.0,1.77,Switch,Gunni,1988/07/28,"['welterweight', 'catch weight']"
Guram Kutateladze,180.34,70.31,182.88,13,5,0,45.0,4.22,54.0,0.61,75.0,0.0,15.0,3.53,Orthodox,Georgian Viking,1992/01/08,['lightweight']
Gustavo Lopez,165.1,61.23,170.18,12,6,1,40.0,3.87,57.0,1.74,31.0,0.7,41.0,2.48,Orthodox,,1989/06/27,"['bantamweight', 'catch weight']"
Guto Inocente,190.5,92.99,,7,4,0,66.0,2.92,54.0,0.67,66.0,,33.0,4.13,Orthodox,,1986/05/29,"['light heavyweight', 'heavyweight']"
Guy Mezger,185.42,90.72,,30,14,2,32.0,1.36,72.0,0.39,88.0,0.0,50.0,2.3,Orthodox,,1968/01/01,"['13 lightweight tournament', 'lightweight', 'open weight', 'middleweight']"
Hacran Dias,172.72,70.31,175.26,23,6,1,41.0,3.31,55.0,2.5,76.0,0.5,39.0,2.08,Orthodox,Barnabe,1984/06/16,"['lightweight', 'featherweight']"
Hailey Cowan,172.72,61.23,170.18,7,4,0,42.0,2.79,33.0,1.63,80.0,0.0,36.0,2.5,Southpaw,All Hail,1992/02/12,"[""women's bantamweight""]"
Hakeem Dawodu,172.72,65.77,185.42,13,4,1,50.0,3.37,56.0,0.0,65.0,0.0,0.0,5.45,Orthodox,Mean,1991/07/02,['featherweight']
Hamdy Abdelwahab,187.96,119.75,182.88,6,1,0,49.0,4.49,51.0,1.33,100.0,0.0,66.0,3.49,Southpaw,The Hammer,1993/01/22,['heavyweight']
Hannah Cifers,154.94,52.160000000000004,157.48,10,7,0,44.0,5.39,52.0,0.26,64.0,0.3,100.0,4.99,Orthodox,Shockwave,1992/06/26,"[""women's strawweight"", ""women's flyweight""]"
Hannah Goldy,162.56,52.15999999999999,154.94,6,4,0,47.0,4.67,50.0,0.66,54.0,,12.0,5.19,Orthodox,24K,1992/05/18,"[""women's strawweight"", ""women's flyweight""]"
Hans Stringer,190.5,92.99,,22,8,3,61.0,2.84,41.0,2.4,62.0,,36.0,3.16,Orthodox,,1987/07/06,['light heavyweight']
Harold Howard,187.96,108.86,,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,,"['open weight', '3 tournament']"
Harry Hunsucker,187.96,92.99,190.5,7,6,0,52.0,6.53,42.0,0.0,0.0,,0.0,3.5400000000000005,Orthodox,The Hurricane,1989/01/03,"['light heavyweight', 'heavyweight']"
Harry Moskowitz,195.58,124.74,,6,12,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,Dirty,,['heavyweight']
Hatsu Hioki,180.34,65.77,185.42,29,10,2,42.0,2.12,65.0,2.55,54.0,0.6,56.0,2.42,Orthodox,,1983/07/18,['featherweight']
Hayato Sakurai,170.18,76.2,,38,13,2,49.0,1.94,59.0,1.87,56.0,,69.0,2.45,Orthodox,Mach,1975/08/24,['welterweight']
Hayder Hassan,177.8,77.11,,6,3,0,46.0,3.16,48.0,0.0,25.0,0.0,0.0,2.11,,Hulk,1982/10/20,"['welterweight', 'ultimate fighter 21 welterweight tournament']"
He-Man Gipson,,,,1,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['open weight']
Heath Herring,193.04,113.4,198.12,28,16,0,50.0,1.77,54.0,1.22,32.0,0.7,50.0,2.37,Orthodox,The Texas Crazy Horse,1978/03/02,['heavyweight']
Heather Clark,167.64,52.16,162.56,7,6,0,49.0,5.62,50.0,0.33,80.0,,4.0,3.69,Orthodox,Hurricane,1980/09/19,"[""women's strawweight""]"
Hector Aldana,180.34,77.11,182.88,4,3,0,38.0,5.08,59.0,0.93,0.0,,100.0,3.59,Orthodox,,1988/08/17,['welterweight']
Hector Lombard,175.26,83.91,180.34,34,10,1,46.0,3.35,53.0,1.6900000000000002,77.0,0.5,48.0,3.02,Southpaw,,1978/02/02,"['middleweight', 'welterweight']"
Hector Ramirez,182.88,92.99,,10,6,1,41.0,4.6,56.0,2.3,66.0,,55.0,2.27,Orthodox,Sick Dog,1976/03/28,['light heavyweight']
Hector Sandoval,157.48,56.7,162.56,14,4,0,52.0,2.33,65.0,3.49,71.0,1.4,25.0,3.31,Orthodox,Kid Alex,1986/07/19,['flyweight']
Hector Urbina,180.34,77.11,185.42,17,10,1,38.0,2.44,39.0,0.0,38.0,3.8,0.0,0.9700000000000001,Orthodox,El Toro,1987/09/17,['welterweight']
Henrique da Silva,190.5,92.99,193.04,14,5,0,60.0,5.28,40.0,0.25,22.0,0.20000000000000004,14.0,3.89,Orthodox,Frankenstein,1989/09/01,['light heavyweight']
Henry Briones,172.72,61.23,175.26,16,8,1,42.0,4.68,53.0,0.0,52.0,0.6,0.0,3.47,Orthodox,Bure,1980/10/22,['bantamweight']
Henry Cejudo,162.56,61.23,162.56,16,5,0,47.0,3.46,59.0,1.84,76.0,0.1,31.0,3.82,Orthodox,Triple C,1987/02/09,"['bantamweight', 'flyweight']"
Henry Martinez,170.18,70.31,175.26,9,4,0,25.0,4.01,60.0,0.0,80.0,0.0,0.0,2.7900000000000005,Southpaw,Sicario,1983/08/07,"['lightweight', 'welterweight']"
Herbert Burns,175.26,65.77,185.42,11,6,0,36.0,5.17,41.0,2.94,66.0,1.8,34.0,1.86,Orthodox,The Blaze,1988/02/02,"['featherweight', 'catch weight']"
Hermes Franca,167.64,70.31,180.34,24,17,0,39.0,2.85,55.0,1.5300000000000002,37.0,2.4,36.0,1.7800000000000002,Orthodox,,1974/08/26,"['lightweight', 'catch weight']"
Hernani Perpetuo,182.88,77.11,,18,5,0,29.0,4.37,55.0,0.0,37.0,0.5,0.0,2.73,Orthodox,,1985/05/24,['welterweight']
Holly Holm,172.72,61.23,175.26,15,7,0,40.0,2.92,55.0,0.87,76.0,0.10000000000000002,30.0,3.13,Southpaw,The Preacher's Daughter,1981/10/17,"[""women's bantamweight"", ""women's featherweight""]"
Homer Moore,177.8,92.99,,26,9,2,50.0,0.68,0.0,5.07,0.0,,66.0,0.68,Orthodox,The Rock,1971/11/27,['light heavyweight']
Horacio Gutierrez,177.8,65.77,,4,3,0,26.0,2.91,46.0,0.0,50.0,0.0,0.0,0.86,,The Punisher,1990/09/15,"['ultimate fighter latin america 2 lightweight tournament', 'featherweight']"
Houston Alexander,182.88,92.99,182.88,17,15,1,54.0,3.2000000000000006,52.0,1.19,33.0,0.0,57.0,3.06,Orthodox,The Assassin,1972/03/22,"['light heavyweight', 'catch weight']"
Houston Dorr,185.42,95.25,,1,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['heavyweight']
Hu Yaozong,190.5,83.91,182.88,3,3,0,48.0,5.09,35.0,0.0,33.0,0.4,0.0,3.35,Orthodox,Totoro,1995/04/07,"['middleweight', 'light heavyweight', 'heavyweight']"
Hugo Duarte,182.88,108.86,,6,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,1968/08/09,['heavyweight']
Hugo Viana,167.64,61.23,170.18,8,4,0,38.0,3.2000000000000006,57.0,0.22,50.0,0.0,6.0,3.0499999999999994,Orthodox,Wolverine,1982/09/26,"['bantamweight', 'featherweight']"
Humberto Bandenay,180.34,65.77,180.34,14,7,0,41.0,4.79,41.0,2.9,62.0,0.5,46.0,2.22,Southpaw,,1994/09/04,['featherweight']
Humberto Brown Morrison,177.8,65.77,,4,6,0,50.0,2.19,62.0,1.43,0.0,,25.0,1.71,,,1984/11/03,['featherweight']
Hunter Azure,172.72,65.77,175.26,9,2,0,53.0,2.08,58.0,1.97,67.0,1.3,34.0,3.92,Orthodox,,1992/03/02,"['bantamweight', 'featherweight']"
Hyder Amil,175.26,65.77,177.8,11,1,0,57.0,4.18,51.0,0.77,81.0,1.2,20.0,6.84,Switch,The Hurricane,1990/05/28,['featherweight']
Hyun Gyu Lim,190.5,77.11,195.58,13,7,1,41.0,5.07,51.0,0.23,73.0,0.20000000000000004,100.0,4.45,Orthodox,The Ace,1985/01/16,['welterweight']
HyunSung Park,170.18,56.70000000000001,167.64,10,0,0,46.0,3.2900000000000005,60.0,1.8999999999999997,100.0,2.9,33.0,4.27,Orthodox,Peace of Mind,1995/11/04,"['flyweight', 'road to  1 flyweight tournament']"
Ian Entwistle,165.1,61.23,,9,3,0,7.0,7.36,31.0,0.0,0.0,12.1,0.0,0.11,Orthodox,Enty,1986/11/19,"['bantamweight', 'featherweight']"
Ian Freeman,180.34,102.06,,20,7,1,48.0,3.11,44.0,1.4400000000000002,80.0,0.6999999999999998,40.0,2.54,Orthodox,The Machine,1966/11/10,['heavyweight']
Ian Heinisch,180.34,83.91,182.87999999999997,14,5,0,50.0,2.98,59.0,1.02,59.0,0.7,17.0,3.25,Orthodox,The Hurricane,1988/08/05,['middleweight']
Ian Loveland,172.72,65.77,,18,10,0,40.0,2.36,64.0,1.0,69.0,0.3,37.0,2.7099999999999995,Orthodox,The Barn Owl,1983/09/07,"['featherweight', 'bantamweight']"
Ian Machado Garry,190.5,77.11,187.96,16,1,0,54.0,2.77,51.0,1.02,73.0,0.4000000000000001,33.0,4.77,Orthodox,The Future,1997/11/17,['welterweight']
Ian McCall,165.1,56.70000000000001,162.56,13,5,1,39.0,3.25,67.0,2.08,88.0,0.0,30.0,3.59,Orthodox,Uncle Creepy,1984/05/07,['flyweight']
Iasmin Lucindo,160.02,52.16,167.64,17,6,0,44.0,2.53,65.0,2.15,54.0,0.2,60.0,2.94,Orthodox,,2002/01/08,"[""women's flyweight"", ""women's strawweight""]"
Ibo Aslan,190.5,92.99,195.58,14,2,0,50.0,4.43,63.0,0.0,83.0,0.0,0.0,7.84,Orthodox,The Last Ottoman,1996/04/23,['light heavyweight']
Icho Larenas,190.5,106.59,,6,5,0,15.0,2.5,28.0,0.0,14.0,,0.0,0.17,Orthodox,,1980/03/12,['heavyweight']
Ignacio Bahamondes,190.5,70.31,190.5,17,6,0,45.0,4.33,56.0,0.0,75.0,0.4000000000000001,0.0,6.55,Orthodox,La Jaula,1997/08/27,"['lightweight', 'catch weight']"
Igor Araujo,185.42,77.11,195.58,25,9,0,42.0,2.86,49.0,0.86,22.0,0.6,15.0,1.52,Orthodox,,1980/12/06,['welterweight']
Igor Pokrajac,182.88,92.99,187.96,28,13,0,45.0,4.26,40.0,0.87,51.0,0.2,29.0,2.25,Orthodox,The Duke,1979/01/02,['light heavyweight']
Igor Severino,170.18,56.7,175.26,8,1,0,,4.33,,9.69,50.0,0.0,71.0,7.17,Orthodox,,2003/04/21,['flyweight']
Igor Zinoviev,185.42,90.26,,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,Houdini,,['light heavyweight']
Ihor Potieria,190.5,83.91,190.5,20,8,0,50.0,4.96,50.0,0.73,66.0,,18.0,4.44,Southpaw,Duelist,1996/05/29,"['middleweight', 'light heavyweight']"
Ike Villanueva,185.42,92.99,185.42,18,14,0,38.0,7.239999999999999,36.0,0.6,100.0,0.0,50.0,3.66,Orthodox,Hurricane,1984/04/04,"['light heavyweight', 'heavyweight']"
Ikram Aliskerov,182.88,83.91,193.04,16,2,0,62.0,5.78,41.0,1.14,100.0,1.1,33.0,7.76,Southpaw,,1992/12/07,['middleweight']
Ikuhisa Minowa,175.26,82.1,,60,42,8,,1.66,,1.82,5.0,1.9,41.0,0.88,Orthodox,Minowaman,1976/01/12,['middleweight']
Ildemar Alcantara,187.96,83.91,198.12000000000003,21,11,0,38.0,2.63,50.0,2.0,81.0,0.9,68.0,1.93,Orthodox,Marajo,1982/11/18,"['welterweight', 'middleweight', 'light heavyweight']"
Ilia Topuria,170.18,70.31,175.26,17,0,0,48.0,3.83,64.0,1.96,93.0,1.1,61.0,4.81,Orthodox,El Matador,1997/01/21,"['lightweight', 'featherweight']"
Iliarde Santos,165.1,56.70000000000001,170.18,30,13,1,30.0,6.099999999999999,57.0,1.66,83.0,0.0,23.0,3.0,Orthodox,,1980/09/25,"['flyweight', 'bantamweight']"
Ilir Latifi,177.8,104.33,185.42,17,9,0,45.0,2.93,56.0,2.11,100.0,0.3,35.0,2.05,Orthodox,The Sledgehammer,1982/07/28,"['heavyweight', 'light heavyweight']"
Impa Kasanganay,180.34,77.11,190.5,9,2,0,48.0,3.66,58.0,1.75,66.0,0.20000000000000004,58.0,4.96,Orthodox,Tshilobo,1994/01/17,"['welterweight', 'middleweight']"
Ion Cutelaba,185.42,92.99,190.5,19,11,1,43.0,3.34,47.0,3.7699999999999996,75.0,0.1,49.0,4.26,Southpaw,The Hulk,1993/12/14,['light heavyweight']
Irene Aldana,175.26,61.23,172.72,15,8,0,39.0,6.64,56.0,0.15,77.0,0.2,50.0,5.19,Orthodox,,1988/03/26,"[""women's bantamweight"", 'catch weight']"
Irina Alekseeva,172.72,61.23,170.18,5,3,0,39.0,5.03,46.0,0.47,66.0,0.5,20.0,4.01,Orthodox,Russian Ronda,1990/06/27,"[""women's bantamweight""]"
Irwin Rivera,167.64,61.23,170.18,10,6,0,44.0,5.07,57.0,1.0,70.0,0.0,16.0,3.36,Southpaw,The Beast,1989/02/14,"['bantamweight', 'featherweight']"
Isaac Dulgarian,170.18,65.77,180.34,7,1,0,64.0,1.82,41.0,5.15,0.0,2.1,52.0,3.3699999999999997,Orthodox,The Midwest Choppa,1996/07/04,['featherweight']
Isaac Vallie-Flagg,172.72,70.31,177.8,16,7,1,47.0,5.6,45.0,0.2,58.0,0.0,12.0,5.56,Orthodox,,1978/04/08,['lightweight']
Isabela de Padua,160.02,56.7,162.56,5,2,0,35.0,2.07,50.0,2.0,0.0,,66.0,1.0,Orthodox,Belinha,1991/09/04,"[""women's flyweight""]"
Islam Makhachev,177.8,70.31,177.8,27,1,0,58.0,1.55,61.0,3.2,90.0,1.1,53.0,2.63,Southpaw,,1991/10/27,"['lightweight', 'catch weight']"
Ismael Bonfim,172.72,70.31,180.34,20,5,0,,3.1,,0.96,76.0,0.0,33.0,5.73,Orthodox,Marreta,1995/12/28,['lightweight']
Ismail Naurdiev,177.80000000000004,83.91,187.96,24,8,0,52.0,1.7700000000000002,64.0,1.5,73.0,0.20000000000000004,40.0,3.69,Orthodox,,1996/08/18,"['middleweight', 'welterweight']"
Israel Adesanya,193.04,83.91,203.2,24,5,0,48.0,3.2,55.0,0.05,76.0,0.1,11.0,4.02,Switch,The Last Stylebender,1989/07/22,"['middleweight', 'light heavyweight', 'interim middleweight']"
Issei Tamura,165.1,61.23,160.02,10,8,0,53.0,4.58,44.0,0.92,33.0,,25.0,1.89,Orthodox,,1984/03/12,"['bantamweight', 'featherweight']"
Istela Nunes,162.56,52.15999999999999,167.64,6,6,0,47.0,4.07,59.0,0.0,47.0,0.0,0.0,4.28,Orthodox,,1992/07/23,"[""women's strawweight""]"
Iuri Alcantara,175.26,61.22999999999999,180.34,35,10,0,45.0,2.79,49.0,1.44,60.0,0.8,62.0,2.72,Southpaw,Marajo,1980/08/04,"['bantamweight', 'featherweight']"
Ivan Erslan,187.96,92.99,182.88,14,5,0,44.0,5.17,55.0,0.5,64.0,,20.0,2.5,Orthodox,,1991/11/15,['light heavyweight']
Ivan Jorge,175.26,70.31,185.42,27,7,0,49.0,2.91,59.0,1.56,75.0,0.6,16.0,3.41,Orthodox,Batman,1980/11/07,"['lightweight', 'welterweight']"
Ivan Menjivar,167.64,65.77,162.56,25,12,0,37.0,2.76,65.0,0.56,38.0,1.0,28.0,2.78,Orthodox,The Pride of El Salvador,1982/05/30,"['bantamweight', 'featherweight', 'lightweight']"
Ivan Salaverry,182.87999999999997,83.91,,14,9,0,47.0,1.19,76.0,0.48999999999999994,36.0,2.5,18.0,3.0100000000000002,Orthodox,,1971/01/11,['middleweight']
Ivan Serati,182.88,92.99,,12,4,0,26.0,5.33,29.0,0.0,0.0,,0.0,0.86,Orthodox,,,['light heavyweight']
Ivana Petrovic,172.72,56.7,177.8,7,3,0,41.0,2.05,56.0,2.12,61.0,0.8,38.0,1.91,Southpaw,,1994/06/11,"[""women's flyweight""]"
Izabela Badurek,165.1,52.16,,6,3,0,,4.9,,1.75,100.0,0.0,12.0,3.74,Orthodox,,1991/07/11,"[""women's strawweight""]"
JC Cottrell,175.26,70.31,,17,5,0,25.0,2.75,45.0,0.79,50.0,,100.0,0.79,Orthodox,,1989/11/04,['lightweight']
JJ Aldrich,165.1,56.7,170.18,14,7,0,47.0,4.32,61.0,0.75,67.0,0.0,26.0,3.96,Southpaw,,1992/09/29,"[""women's flyweight"", ""women's strawweight""]"
JP Buys,165.1,61.23,170.18,9,6,0,39.0,3.02,40.0,1.55,25.0,2.3,25.0,1.88,Orthodox,Young Savage,1996/04/30,"['bantamweight', 'flyweight']"
Jacare Souza,185.42,83.91,182.88,26,10,0,47.0,2.83,62.0,2.57,57.0,1.3,39.0,2.53,Orthodox,,1979/12/07,"['middleweight', 'light heavyweight']"
Jack Della Maddalena,180.34,77.11,185.42,18,2,0,52.0,4.53,64.0,0.16,69.0,0.2,11.0,6.84,Switch,,1996/09/10,['welterweight']
Jack Hermansson,185.42,83.91,195.58,24,9,0,45.0,3.7000000000000006,57.0,1.5,80.0,0.4,29.0,5.13,Orthodox,The Joker,1988/06/10,['middleweight']
Jack Jenkins,170.18,65.77,172.72,13,4,0,61.0,2.97,58.0,1.78,67.0,0.0,64.0,4.5,Switch,Phar,1993/11/03,['featherweight']
Jack Marshman,182.88,83.91,185.42,23,10,0,25.0,4.19,56.0,0.0,20.0,0.0,0.0,2.74,Orthodox,The Hammer,1989/12/19,['middleweight']
Jack May,203.2,115.67,,9,3,0,38.0,3.29,33.0,0.91,20.0,,33.0,1.52,Switch,The Outlaw,1981/04/14,['heavyweight']
Jack McGlaughlin,,,,1,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
Jack Nilson,,,,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,"['lightweight', 'open weight']"
Jack Shore,172.72,65.77,180.34,17,3,0,58.0,2.31,56.0,3.22,74.0,0.6,39.0,3.5999999999999996,Orthodox,Tank,1995/02/06,"['featherweight', 'bantamweight']"
Jackie Lee,,,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['lightweight']
Jacob Kilburn,175.26,65.77,182.88,8,4,0,33.0,6.78,35.0,0.51,20.0,0.5,5.0,2.56,Orthodox,The Killer,1995/06/28,['featherweight']
Jacob Malkoun,175.26,83.91,185.42,8,3,0,56.0,2.48,52.0,6.62,20.0,0.4,42.0,3.86,Orthodox,Mamba,1995/08/26,['middleweight']
Jacob Volkmann,175.26,70.31,180.34,19,7,0,34.0,1.78,52.0,3.19,52.0,2.0,48.0,1.19,Southpaw,Christmas,1980/09/05,"['lightweight', 'welterweight']"
Jacobe Smith,177.8,77.11,182.88,11,0,0,66.0,2.86,47.0,7.42,100.0,,90.0,6.21,Southpaw,Cobe,1996/01/17,['welterweight']
Jacqueline Cavalcanti,172.72,61.23,177.8,9,1,0,46.0,3.32,70.0,0.0,84.0,0.0,0.0,5.73,Orthodox,,1997/08/29,"[""women's bantamweight"", 'catch weight']"
Jafel Filho,170.18,56.7,172.72,16,4,0,41.0,1.63,47.0,2.45,66.0,2.1,42.0,1.92,Orthodox,Pastor,1993/05/05,['flyweight']
Jai Herbert,185.42,70.31,195.58,13,6,1,40.0,3.26,53.0,0.43,66.0,0.0,21.0,3.07,Orthodox,Black Country Banger,1988/05/13,['lightweight']
Jailton Almeida,190.5,92.99,200.66,22,3,0,65.0,0.89,41.0,6.58,60.0,2.4,60.0,2.62,Orthodox,Malhadinho,1991/06/26,"['heavyweight', 'catch weight', 'light heavyweight']"
Jairzinho Rozenstruik,187.96,109.77,198.12,15,6,0,48.0,2.63,52.0,0.0,72.0,0.0,0.0,3.48,Orthodox,Bigi Boy,1988/03/17,['heavyweight']
Jake Collier,190.5,104.33,198.12000000000003,13,10,0,44.0,5.08,50.0,0.71,67.0,0.6,33.0,5.8,Orthodox,The Prototype,1988/10/25,"['heavyweight', 'light heavyweight', 'middleweight']"
Jake Ellenberger,175.26,77.11,180.34,31,15,0,39.0,2.83,60.0,2.04,86.0,0.4,47.0,2.47,Orthodox,The Juggernaut,1985/03/28,['welterweight']
Jake Hadley,170.18,61.23,177.8,11,4,0,43.0,4.16,61.0,0.33,54.0,1.1,11.0,3.8,Southpaw,White Kong,1996/08/03,"['bantamweight', 'flyweight']"
Jake Hecht,182.88,77.11,185.42,11,4,0,47.0,2.76,56.0,2.04,40.0,0.0,37.0,3.26,Orthodox,Hitman,1984/02/09,['welterweight']
Jake Lindsey,180.34,70.31,,12,7,0,52.0,4.01,46.0,0.65,50.0,0.0,33.0,3.44,Switch,The Librarian,1986/06/21,['lightweight']
Jake Matthews,180.34,77.11,185.42,22,7,0,43.0,2.63,60.0,1.51,67.0,0.6,42.0,3.4399999999999995,Orthodox,The Celtic Kid,1994/08/19,"['welterweight', 'lightweight']"
Jake O'Brien,190.5,92.99,193.04,15,4,0,31.0,1.92,69.0,6.39,25.0,0.2,54.0,1.31,Orthodox,Irish,1984/09/25,"['light heavyweight', 'heavyweight']"
Jake Rosholt,185.42,83.91,,12,5,0,53.0,2.33,49.0,6.510000000000001,0.0,1.8,68.0,2.68,Orthodox,,1982/02/09,['middleweight']
Jake Shields,182.88,77.11,182.88,31,9,1,36.0,1.8,56.0,2.83,35.0,1.2,29.0,2.45,Orthodox,,1979/01/09,"['welterweight', 'middleweight']"
Jalin Turner,190.5,70.31,195.57999999999998,14,9,0,48.0,4.55,41.0,0.77,75.0,1.1,55.0,5.53,Southpaw,The Tarantula,1995/05/18,"['lightweight', 'catch weight', 'welterweight']"
Jamahal Hill,193.04,92.99,200.65999999999997,12,4,0,51.0,4.03,44.0,0.0,73.0,0.0,0.0,6.19,Southpaw,Sweet Dreams,1991/05/19,['light heavyweight']
Jamal Pogues,190.5,92.99,195.58,11,5,0,46.0,3.97,49.0,2.0,70.0,,46.0,3.57,Orthodox,,1995/12/01,['heavyweight']
Jamall Emmers,177.8,65.77,187.96,21,8,0,49.0,4.07,56.0,1.74,80.0,0.2,40.0,5.45,Orthodox,Pretty Boy,1989/07/24,['featherweight']
James Bochnovic,193.04,92.99,205.74,8,3,0,26.0,3.64,21.0,0.0,0.0,,0.0,0.65,Orthodox,,1989/02/13,"['middleweight', 'light heavyweight']"
James Giboo,180.34,77.11,,13,5,0,27.0,7.08,39.0,0.0,0.0,,0.0,1.2,Orthodox,,1978/01/06,['welterweight']
James Hammortree,190.5,83.91,,6,3,0,30.0,4.13,44.0,2.0,100.0,,50.0,1.93,Orthodox,The Sledge,1983/11/29,['middleweight']
James Head,185.42,77.11,185.42,9,4,0,48.0,3.11,49.0,0.41,66.0,0.8,100.0,2.75,Orthodox,,1984/02/09,"['welterweight', 'middleweight']"
James Irvin,187.96,92.99,190.5,17,10,0,48.0,3.8600000000000003,35.0,0.0,36.0,0.5,0.0,2.03,Orthodox,The Sandman,1978/09/12,"['light heavyweight', 'middleweight', 'heavyweight']"
James Krause,187.96,77.11,185.42000000000002,28,9,0,49.0,4.11,61.0,0.9600000000000001,59.0,0.9,18.0,4.79,Orthodox,The,1986/06/04,"['welterweight', 'lightweight', 'middleweight']"
James Lee,180.34,92.99,,15,3,0,42.0,3.72,27.0,13.95,0.0,,50.0,1.4,Southpaw,,1973/09/22,['light heavyweight']
James Llontop,182.88,70.31,185.42,14,5,0,41.0,4.12,57.0,0.0,54.0,0.0,0.0,5.57,Orthodox,Goku,1999/08/02,"['lightweight', 'catch weight']"
James McSweeney,193.04,104.33,195.58,15,15,0,,4.33,,0.52,100.0,1.1,33.0,3.94,Switch,The Hammer,1980/10/24,"['light heavyweight', 'heavyweight']"
James Moontasri,177.80000000000004,77.11,180.34,9,5,0,48.0,3.86,40.0,0.0,79.0,0.20000000000000004,0.0,2.39,Switch,Moon Walker,1988/04/10,"['welterweight', 'lightweight']"
James Mulheron,177.8,110.22,185.42,11,2,0,,3.47,,0.0,25.0,0.0,0.0,2.4,Orthodox,,1988/02/20,['heavyweight']
James Te Huna,187.96,83.91,190.5,16,9,0,51.0,2.99,62.0,2.75,58.0,0.2,37.0,4.04,Orthodox,,1981/09/29,"['light heavyweight', 'middleweight']"
James Toney,175.26,99.79,,0,1,0,0.0,2.41,27.0,0.0,0.0,,0.0,0.0,Orthodox,Lights Out,1968/08/24,['heavyweight']
James Vick,190.5,70.31,193.04,13,5,0,39.0,3.31,60.0,0.26,57.0,0.7,33.0,4.13,Orthodox,The Texecutioner,1987/02/23,"['lightweight', 'welterweight']"
James Wilks,185.42,77.11,190.5,7,4,0,45.0,2.03,50.0,1.27,66.0,3.7999999999999994,22.0,1.82,Orthodox,Lightning,1978/05/04,"['welterweight', 'ultimate fighter 9 welterweight tournament']"
James Zikic,187.96,92.99,,21,10,2,35.0,1.6,44.0,0.5,74.0,,25.0,1.47,Orthodox,The Messenger,1977/03/01,['light heavyweight']
Jamey Simmons,167.64,61.23,177.8,7,4,0,21.0,1.92,74.0,0.0,50.0,,0.0,0.79,Orthodox,The Afro Samurai,1992/09/11,"['bantamweight', 'featherweight']"
Jamey-Lyn Horth,170.18,56.7,167.64,8,2,0,54.0,2.55,62.0,1.2,76.0,0.2,42.0,3.5200000000000005,Orthodox,,1990/03/30,"[""women's flyweight"", ""women's bantamweight""]"
Jamie Moyle,154.94,52.16,165.1,4,3,0,51.0,4.0,65.0,1.0,50.0,0.0,21.0,4.51,Orthodox,,1989/03/17,"[""women's strawweight""]"
Jamie Mullarkey,182.88,70.31,187.96,17,8,0,46.0,4.53,53.0,2.31,78.0,0.1,34.0,4.39,Orthodox,,1994/08/17,['lightweight']
Jamie Pickett,187.96,83.91,203.2,13,11,0,47.0,3.6199999999999997,50.0,1.26,67.0,0.1,40.0,2.65,Orthodox,The Night Wolf,1988/08/29,"['middleweight', 'catch weight']"
Jamie Varner,172.72,70.31,180.34,21,11,1,34.0,2.55,58.0,3.49,66.0,0.8,53.0,2.92,Orthodox,,1984/10/12,['lightweight']
