,name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,stance,dob
210,Austin Arnett,182.88,65.77,182.88,16,6,0,41.0,6.38,62.0,0.44,57.0,0.2,Orthodox,1991/10/22
211,Austin Bashi,167.64,65.77,177.8,13,1,0,48.0,2.71,46.0,8.39,62.0,,Orthodox,2001/09/29
212,Austin Hubbard,177.8,70.31,180.34,17,9,0,43.0,3.82,56.0,1.59,68.0,0.1,Orthodox,1991/12/22
213,Austin Lingo,177.8,65.77,177.8,9,3,0,37.0,4.86,57.0,0.43,75.0,0.0,Orthodox,1994/07/10
214,Austin Springer,172.72,65.77,180.34,12,4,0,57.0,3.15,41.0,3.37,100.0,,Orthodox,1987/05/12
215,Austin Vanderford,180.34,77.11,187.96,13,2,0,63.0,2.66,51.0,1.77,100.0,,Orthodox,1990/03/21
216,Azamat Bekoev,182.88,83.91,182.88,20,3,0,61.0,4.48,46.0,2.59,100.0,,Orthodox,1995/12/30
217,Azamat Gashimov,167.64,56.7,,8,3,0,21.0,4.75,53.0,1.69,0.0,,Orthodox,1990/04/07
218,Azamat Murzakanov,177.8,92.99,180.34,15,0,0,57.0,2.86,61.0,0.58,83.0,0.0,Southpaw,1989/04/12
219,Azat Maksum,170.18,56.70000000000001,177.80000000000004,15,2,0,28.0,5.0,52.0,2.33,85.0,0.3,Southpaw,1995/02/02
220,Azunna Anyanwu,185.42,113.85,,14,5,0,42.0,2.47,69.0,0.65,0.0,,Orthodox,1981/08/05
221,BJ Penn,175.26,70.31,177.8,16,14,2,48.0,3.2,56.0,1.1899999999999997,74.0,0.5,Orthodox,1978/12/13
222,Baergeng Jieleyisi,175.26,65.77,180.34,18,7,0,,2.62,,1.73,78.0,0.2,Orthodox,1995/11/24
223,Barb Honchak,162.56,56.7,165.1,10,4,0,30.0,4.67,66.0,0.0,0.0,1.3,Orthodox,1979/08/30
224,Bart Palaszewski,175.26,65.77,177.8,36,17,0,32.0,3.97,57.0,0.65,53.0,0.5,Orthodox,1983/05/30
225,Bartosz Fabinski,182.88,77.11,190.5,15,5,0,68.0,1.46,51.0,7.099999999999999,80.0,0.0,Orthodox,1986/04/26
226,Bas Rutten,185.42,92.99,,28,4,1,,2.06,,0.0,0.0,0.0,Orthodox,1965/02/24
227,Bassil Hafez,180.34,77.11,182.88,9,4,1,38.0,5.68,41.0,2.21,50.0,0.0,Orthodox,1992/01/31
228,Batgerel Danaa,170.18,61.23,177.8,12,5,0,36.0,4.21,47.0,0.52,62.0,0.0,Orthodox,1989/07/04
229,Bea Malecki,175.26,61.23,187.96,4,1,0,46.0,6.96,62.0,0.0,78.0,1.1,Orthodox,1991/08/23
230,Bec Rawlings,167.64000000000001,56.7,162.56,7,8,0,42.0,5.660000000000001,57.0,0.71,68.0,0.4,Orthodox,1989/02/11
231,Bekzat Almakhan,170.18,61.23,172.72,12,2,0,40.0,4.29,32.0,0.0,0.0,,Orthodox,1997/10/08
232,Belal Muhammad,180.34,77.11,182.88,24,4,0,43.0,3.78,55.0,2.24,90.0,0.1,Orthodox,1988/07/09
233,Ben Alloway,180.34,77.11,193.04,18,8,0,49.0,1.8999999999999997,59.0,0.62,26.0,0.0,Orthodox,1981/02/19
234,Ben Askren,180.34,77.11,185.42,19,2,0,49.0,5.66,36.0,4.33,0.0,,Orthodox,1984/07/18
235,Ben Earwood,172.72,77.11,,12,3,0,,0.2,,3.0,0.0,0.0,Orthodox,
236,Ben Nguyen,165.1,56.7,165.1,16,8,0,40.0,3.0100000000000002,59.0,0.25,63.0,1.0,Switch,1988/08/03
237,Ben Rothwell,193.04,120.2,198.12,39,14,0,42.0,4.63,47.0,0.68,70.0,0.4,Orthodox,1981/10/17
238,Ben Saunders,187.96,77.11,195.58,22,13,2,50.0,3.5799999999999996,51.0,0.2,66.0,1.3,Orthodox,1983/04/13
239,Ben Sosoli,182.88,120.2,182.88,7,3,0,31.0,4.3,47.0,0.0,0.0,0.0,Southpaw,1989/12/10
240,Ben Wall,177.8,70.31,,8,7,1,29.0,8.53,29.0,0.0,100.0,0.0,Orthodox,1989/03/25
241,Benardo Sopaj,167.64,61.23,167.64,12,3,0,56.0,4.88,49.0,2.53,76.0,,Orthodox,2000/09/25
242,Beneil Dariush,177.80000000000004,70.31,182.88,23,6,1,49.0,2.61,57.0,2.12,82.0,0.8,Southpaw,1989/05/06
243,Benito Lopez,177.8,61.23,185.42,10,2,0,45.0,5.18,56.0,0.0,73.0,0.3,Switch,1994/04/06
244,Benji Radach,177.80000000000004,83.91,,21,7,0,49.0,2.31,51.0,1.06,71.0,0.4,Orthodox,1979/04/05
245,Benoit Saint Denis,180.34,70.31,185.42,14,3,0,55.0,4.61,41.0,4.19,70.0,1.5,Southpaw,1995/12/18
246,Benson Henderson,175.26,77.11,177.8,24,7,0,45.0,1.7900000000000003,63.0,2.4,63.0,0.8,Southpaw,1983/11/16
247,Bentley Syler,162.56,56.7,,5,1,0,,1.73,,0.0,75.0,0.0,Orthodox,1982/12/22
248,Bernardo Magalhaes,175.26,70.31,,13,4,0,27.0,3.37,68.0,0.0,0.0,,Orthodox,1981/04/08
249,Besam Yousef,180.34,77.11,,7,4,0,53.0,3.98,38.0,1.33,50.0,,Orthodox,1985/03/25
250,Bethe Correia,165.1,61.23,162.56,11,6,1,43.0,4.93,56.0,0.38999999999999996,85.0,0.0,Orthodox,1983/06/22
251,Bevon Lewis,190.5,83.91,200.66,7,3,0,43.0,2.67,54.0,0.0,66.0,0.0,Orthodox,1991/05/05
252,Bharat Kandare,170.18,61.23,182.88,5,3,0,10.0,1.88,72.0,0.0,0.0,,Orthodox,1987/06/20
253,Bibulatov Magomed,165.1,56.70000000000001,165.1,14,2,0,51.0,1.83,52.0,2.85,75.0,0.0,Orthodox,1988/08/22
254,Bill Algeo,182.88,65.77,185.42,18,9,0,51.0,4.38,47.0,1.03,55.0,0.1,Switch,1989/06/09
255,Bill Mahood,190.5,90.72,,20,7,1,85.0,3.59,17.0,0.0,0.0,,Orthodox,1967/02/01
256,Billy Elekana,190.5,92.99,195.58,7,2,0,71.0,5.5,33.0,1.75,0.0,,Southpaw,1995/05/28
257,Billy Miles,177.8,77.11,,2,2,0,0.0,1.25,33.0,0.0,0.0,,Orthodox,1978/04/28
258,Billy Quarantillo,177.8,65.77,177.8,18,7,0,54.0,5.829999999999999,42.0,1.4699999999999998,61.0,1.0,Orthodox,1988/12/08
259,Billy Ray Goff,177.80000000000004,77.11,182.88,9,4,0,,5.02,,1.75,66.0,0.0,Switch,1998/06/18
260,Blagoy Ivanov,180.34,113.4,185.42,19,6,0,40.0,4.2,53.0,0.69,61.0,0.10000000000000002,Southpaw,1986/10/09
261,Blake Bilder,172.72,65.77,172.72,8,2,1,48.0,4.15,53.0,0.31,71.0,,Switch,1990/07/12
262,Blood Diamond,180.34,77.11,193.04,3,3,0,55.0,2.17,48.0,0.0,73.0,0.0,Switch,1988/07/10
263,Bo Nickal,185.42,83.91,193.04,7,1,0,59.0,2.11,58.0,3.34,100.0,2.9,Southpaw,1996/01/14
264,Bob Cook,175.26,77.11,,5,0,0,,0.0,,0.0,0.0,0.0,Orthodox,
265,Bob Gilstrap,190.5,90.72,,5,7,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
266,Bobby Hoffman,187.96,111.13,,36,10,1,70.0,1.32,19.0,1.17,0.0,1.2,Orthodox,1968/10/28
267,Bobby Moffett,177.80000000000004,65.77,185.42,13,5,0,39.0,3.15,61.0,2.74,66.0,,Orthodox,1990/06/01
268,Bobby Nash,182.88,77.11,187.96,8,4,0,37.0,3.9500000000000006,51.0,2.37,100.0,1.6,Orthodox,1990/03/26
269,Bobby Southworth,187.96,92.99,,10,6,0,39.0,1.38,65.0,3.98,64.0,,Orthodox,1969/12/16
270,Bobby Voelker,182.88,77.11,187.96,19,13,0,35.0,5.84,42.0,1.04,66.0,0.0,Orthodox,1979/04/26
271,Bogdan Grad,172.72,65.77,177.8,15,3,0,51.0,5.4,49.0,3.31,75.0,0.0,Orthodox,1995/09/28
272,Bogdan Guskov,190.5,92.99,193.04,17,3,0,55.0,3.22,43.0,0.0,57.0,1.2,Orthodox,1992/09/12
273,Bojan Mihajlovic,180.34,92.99,185.42,10,6,0,35.0,5.95,47.0,0.0,33.0,0.0,Orthodox,1980/03/30
274,Bojan Velickovic,182.88,77.11,193.04,15,6,1,34.0,2.31,57.0,0.67,55.0,0.5,Southpaw,1988/12/18
275,Bolaji Oki,177.80000000000004,70.31,185.42,10,2,0,,4.76,,1.24,85.0,0.0,Orthodox,1995/11/15
276,Boston Salmon,175.26,61.23,175.26,6,3,0,37.0,7.75,59.0,0.0,100.0,0.0,Southpaw,1990/11/20
277,Brad Blackburn,177.8,77.11,185.42,18,13,1,35.0,3.59,65.0,0.93,76.0,0.6999999999999998,Orthodox,1977/05/25
278,Brad Gumm,180.34,77.11,,10,6,1,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,
279,Brad Imes,200.66,120.2,,13,7,0,31.0,4.24,49.0,1.72,0.0,,Orthodox,1977/03/13
280,Brad Katona,167.64,61.22999999999999,162.56,16,5,0,52.0,4.75,50.0,1.8600000000000003,61.0,0.0,Orthodox,1991/12/19
281,Brad Kohler,175.26,99.79,,12,15,0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,1964/05/26
282,Brad Morris,187.96,92.99,,10,6,0,62.0,6.95,27.0,0.0,0.0,,Orthodox,1979/11/01
283,Brad Pickett,167.64000000000001,61.23,172.72,25,14,0,31.0,4.63,55.0,2.47,58.0,0.4000000000000001,Orthodox,1978/09/24
284,Brad Riddell,170.18,70.31,180.34,10,4,0,53.0,3.53,53.0,1.77,63.0,0.0,Orthodox,1991/09/30
285,Brad Scott,185.42,77.11,193.04,11,6,0,41.0,4.31,57.0,0.32,63.0,0.6999999999999998,Orthodox,1989/06/24
286,Brad Tavares,185.42000000000002,83.91,187.96,21,11,0,43.0,3.2800000000000002,55.0,0.7100000000000001,81.0,0.0,Orthodox,1987/12/21
287,Brady Hiestand,172.72,61.23,180.34,9,2,0,50.0,3.75,51.0,4.8,42.0,1.1,Orthodox,1999/04/30
288,Branden Lee Hinkle,190.5,106.58999999999999,,17,11,0,69.0,3.91,26.0,4.34,66.0,4.3,Orthodox,1973/07/29
289,Brandon Davis,177.8,61.22999999999999,182.88,14,10,0,35.0,4.62,58.0,0.74,57.0,0.1,Orthodox,1990/05/08
290,Brandon Jenkins,182.88,70.31,180.34,15,9,0,41.0,8.05,33.0,0.0,27.0,,Switch,1991/09/30
291,Brandon Melendez,180.34,70.31,,25,25,0,26.0,0.56,63.0,0.0,25.0,,Southpaw,1983/03/24
292,Brandon Moreno,170.18,56.7,177.8,23,8,2,44.0,3.6199999999999997,60.0,1.51,64.0,0.4,Orthodox,1993/12/07
293,Brandon Royval,175.26,56.7,172.72,17,8,0,41.0,4.23,43.0,0.67,45.0,1.1,Southpaw,1992/08/16
294,Brandon Thatch,187.96,77.11,187.96,11,5,0,42.0,3.6300000000000003,52.0,1.36,50.0,0.7,Switch,1985/07/11
295,Brandon Vera,190.5,104.33,198.12,15,7,0,56.0,2.81,52.0,0.7,59.0,0.2,Orthodox,1977/10/10
296,Brandon Wolff,175.26,77.11,,7,5,0,33.0,10.91,19.0,0.0,0.0,,Orthodox,1975/10/18
297,Braxton Smith,180.34,116.57,182.88,5,2,0,,11.54,,0.0,100.0,0.0,Orthodox,1990/01/01
298,Brendan Allen,187.96,83.91,190.5,24,7,0,53.0,3.67,45.0,1.53,56.0,1.3,Orthodox,1995/12/28
299,Brendan Loughnane,177.8,65.77,177.8,17,3,0,,6.7,,1.5,92.0,0.0,Switch,1989/12/05
300,Brendan O'Reilly,170.18,77.11,175.26,6,3,0,47.0,2.77,39.0,2.22,36.0,0.6,Orthodox,1987/06/24
301,Brendan Schaub,193.04,111.12999999999998,198.12,10,5,0,37.0,2.22,57.0,2.32,72.0,0.4000000000000001,Orthodox,1983/03/18
302,Brendon Marotte,175.26,65.77,177.8,8,3,0,50.0,5.7,28.0,0.0,0.0,,Orthodox,1996/01/12
303,Brendson Ribeiro,190.5,92.99,205.74,17,8,0,42.0,4.04,52.0,0.99,0.0,,Orthodox,1996/09/08
304,Brett Johns,170.18,61.23,180.34,17,2,0,49.0,3.84,53.0,4.92,58.0,1.0,Orthodox,1992/02/21
305,Brian Bowles,170.18,61.23,177.8,10,3,0,26.0,2.98,64.0,1.39,54.0,1.3999999999999997,Orthodox,1980/06/22
306,Brian Camozzi,187.96,77.11,198.12,7,5,0,26.0,6.39,54.0,0.0,0.0,,Orthodox,1991/06/24
307,Brian Cobb,180.34,70.31,,20,9,0,0.0,3.68,55.0,5.81,0.0,,Orthodox,
308,Brian Ebersole,182.88,77.11,185.42,51,18,1,49.0,2.14,56.0,1.7,61.0,0.1,Southpaw,1980/11/27
309,Brian Foster,175.26,77.11,180.34,27,10,0,39.0,1.6299999999999997,65.0,3.6700000000000004,37.0,1.8,Orthodox,1984/04/03
310,Brian Gassaway,185.42,77.11,,29,20,2,26.0,3.65,44.0,0.0,42.0,,Orthodox,1972/08/07
311,Brian Geraghty,170.18,70.31,,26,18,1,25.0,9.77,36.0,0.0,50.0,,Orthodox,1980/11/04
312,Brian Houston,187.96,83.91,,4,6,0,35.0,3.67,53.0,0.95,87.0,,Orthodox,1981/04/26
313,Brian Johnston,190.5,104.33,,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,
314,Brian Kelleher,167.64,61.22999999999999,167.64,24,16,0,41.0,4.59,54.0,1.68,60.0,0.7,Switch,1986/08/19
315,Brian Melancon,172.72,77.11,,7,3,0,49.0,3.64,64.0,2.02,66.0,,Orthodox,1982/05/28
316,Brian Ortega,172.72,65.77,175.26000000000002,16,4,0,37.0,6.59,49.0,1.07,55.0,1.1,Switch,1991/02/21
317,Brian Stann,185.42,92.99,187.96,12,6,0,42.0,2.65,59.0,0.11999999999999998,60.0,0.3,Orthodox,1980/09/24
318,Brianna Fortino,152.4,52.16,157.48,9,3,0,41.0,3.23,57.0,2.5,66.0,,Southpaw,1993/08/04
319,Bristol Marunde,185.42,77.11,190.5,16,10,0,21.0,4.4,47.0,1.6,14.0,0.0,Orthodox,1982/04/20
320,Brock Jardine,180.34,77.11,,12,6,0,30.0,3.34,56.0,0.0,14.0,,Orthodox,1985/07/10
321,Brock Larson,180.34,77.11,180.34,42,10,0,46.0,1.5,55.0,2.67,43.0,2.0,Southpaw,1977/08/23
322,Brock Lesnar,190.5,120.2,205.74,5,3,0,72.0,2.11,50.0,3.9,60.0,0.5,Orthodox,1977/07/12
323,Brodie Farber,185.42,77.11,,16,7,0,45.0,2.17,53.0,0.9,20.0,,Orthodox,1980/07/05
324,Brogan Walker,162.56,56.7,170.18,8,4,0,30.0,3.7,47.0,0.0,11.0,0.0,Switch,1988/08/02
325,Brok Weaver,182.88,70.31,185.42,15,6,0,64.0,4.35,46.0,0.41,66.0,0.4,Southpaw,1991/12/05
326,Bruna Brasil,167.64,52.15999999999999,165.1,10,5,1,59.0,4.14,48.0,1.55,54.0,0.0,Orthodox,1993/09/07
327,Brunno Ferreira,177.80000000000004,83.91,182.88,13,2,0,49.0,3.5400000000000005,49.0,1.14,53.0,0.8000000000000002,Orthodox,1992/11/04
328,Bruno Korea,167.64,61.23,165.1,7,3,0,,3.96,,0.0,25.0,0.0,,1991/06/28
329,Bruno Lopes,187.96,92.99,187.96,14,2,0,43.0,3.38,57.0,2.51,100.0,,Orthodox,1993/04/24
330,Bruno Santos,175.26,83.91,,15,2,0,46.0,2.27,56.0,3.0,66.0,0.3,Orthodox,1987/07/17
331,Bruno Silva,173.736,71.6655,177.673,23,13,2,48.285714285714285,5.106999999999999,43.57142857142857,1.229,67.7,0.16666666666666666,Orthodox,1990/03/16
332,Bruno Souza,177.8,65.77,177.8,10,3,0,39.0,5.3,45.0,0.5,60.0,,Orthodox,1996/03/07
333,Bryan Barberena,182.88,83.91,182.88,18,12,0,48.0,4.59,44.0,0.13,50.0,0.3,Southpaw,1989/05/03
334,Bryan Battle,185.42,83.91,195.58,13,2,0,52.0,4.11,44.0,0.77,53.0,0.4000000000000001,Orthodox,1994/09/21
335,Bryan Caraway,172.72,61.23,172.72,21,9,0,34.0,3.6100000000000003,54.0,2.57,80.0,0.8,Orthodox,1984/08/04
336,Bryce Mitchell,177.8,61.23,177.8,17,4,0,59.0,1.64,60.0,3.27,33.0,1.3,Southpaw,1994/10/04
337,Bubba Bush,182.88,83.91,,8,3,0,55.0,7.01,25.0,2.82,60.0,0.0,Orthodox,1985/07/24
338,Buddy Roberts,187.96,83.91,,12,3,0,34.0,2.08,70.0,0.0,76.0,0.7,Orthodox,1982/10/17
339,Byron Bloodworth,172.72,61.23,,6,3,0,28.0,5.18,50.0,0.0,0.0,,Orthodox,1983/08/16
340,CB Dollaway,187.96,83.91,193.04,17,9,0,47.0,2.58,54.0,3.55,62.0,1.2,Orthodox,1983/08/10
341,CJ Fernandes,187.96,77.11,,14,8,3,0.0,0.0,0.0,0.0,0.0,,,1977/11/13
342,CJ Keith,182.88,70.31,,8,4,0,50.0,1.82,50.0,0.0,62.0,,Orthodox,1986/08/09
343,CJ Vergara,167.64,56.7,172.72,12,7,1,56.0,4.69,53.0,0.0,60.0,0.2,Orthodox,1991/06/18
344,CM Punk,185.42,77.11,185.42,0,1,0,,4.87,,0.87,0.0,0.0,Orthodox,1978/10/26
345,Cain Carrizosa,172.72,70.31,,10,3,0,42.0,5.8,51.0,0.0,14.0,,Orthodox,1986/07/22
346,Cain Velasquez,185.42,108.86,195.58,14,3,0,57.0,2.33,57.0,5.13,85.0,0.4000000000000001,Orthodox,1982/07/28
347,Caio Borralho,185.42,83.91,190.5,17,1,0,60.0,2.34,62.0,1.56,76.0,0.5,Southpaw,1993/01/16
348,Caio Machado,193.04,113.40000000000002,198.12,8,4,1,53.0,2.8699999999999997,63.0,0.0,82.0,0.0,Southpaw,1994/07/20
349,Caio Magalhaes,185.42,83.91,185.42,10,3,0,40.0,2.78,56.0,1.05,58.0,1.6000000000000003,Orthodox,1987/12/14
350,Cal Worsham,180.34,104.33,,13,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,
351,Cale Yarbrough,185.42,83.91,,8,3,0,27.0,10.0,72.0,0.0,0.0,,Orthodox,1986/12/27
352,Callan Potter,182.88,77.11,182.88,18,9,0,,4.72,,3.2900000000000005,100.0,0.0,Orthodox,1984/06/09
353,Calvin Kattar,180.34,65.77,182.88,23,10,0,37.0,6.55,54.0,0.34,77.0,0.1,Orthodox,1988/03/26
354,Cameron Dollar,180.34,70.31,,11,5,0,38.0,2.94,61.0,0.0,0.0,,Orthodox,1987/05/12
355,Cameron Else,175.26,61.23,180.34,10,6,0,40.0,8.09,51.0,0.0,0.0,,Switch,1987/04/27
356,Cameron Saaiman,172.72,61.23,170.18,9,3,0,46.0,4.14,51.0,0.89,47.0,0.7,Southpaw,2000/12/20
357,Cameron Smotherman,175.26,61.23,175.26,12,6,0,37.0,3.52,58.0,0.0,62.0,0.0,Orthodox,1997/09/17
358,Cameron VanCamp,187.96,70.31,187.96,15,7,1,47.0,6.41,40.0,0.0,0.0,,Switch,1993/04/27
359,Caol Uno,170.18,70.31,177.8,33,19,5,49.0,1.9,50.0,1.95,37.0,0.5,Southpaw,1975/05/08
360,Caolan Loughran,167.64,61.23,172.72,10,2,0,42.0,5.2,52.0,3.0,87.0,,Orthodox,1996/05/18
361,Carl Deaton,170.18,70.31,175.26,17,7,0,31.0,1.85,61.0,0.0,50.0,,Orthodox,1989/11/24
362,Carla Esparza,154.94,52.16,160.02,20,8,0,39.0,2.87,54.0,3.28,47.0,0.3,Orthodox,1987/10/10
363,Carli Judice,170.18,56.7,172.72,4,2,0,53.0,10.01,53.0,0.95,70.0,0.0,Southpaw,1999/03/02
364,Carlo Pedersoli Jr.,180.34,77.11,190.5,11,3,0,37.0,4.12,61.0,2.91,0.0,,Southpaw,1993/06/08
365,Carlo Prater,180.34,70.31,182.88,31,18,1,47.0,4.07,35.0,0.43,57.0,,Switch,1981/06/25
366,Carlos Barreto,193.04,104.33,,14,9,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
367,Carlos Candelario,172.72,56.7,172.72,8,3,0,46.0,5.17,44.0,2.28,53.0,0.3,Southpaw,1991/06/04
368,Carlos Condit,187.96,77.11,190.5,32,14,0,39.0,2.67,55.0,0.59,38.0,1.0,Orthodox,1984/04/26
369,Carlos Eduardo Rocha,177.80000000000004,77.11,185.42,9,4,0,34.0,1.8500000000000003,55.0,0.0,52.0,,Orthodox,1981/07/12
370,Carlos Felipe,182.88,111.13,190.5,11,2,0,45.0,5.6,50.0,0.0,72.0,0.0,Orthodox,1995/01/12
371,Carlos Hernandez,172.72,56.7,170.18,10,5,0,45.0,3.5,50.0,1.56,65.0,0.2,Orthodox,1993/10/25
372,Carlos Huachin,162.56,61.23,170.18,10,5,1,21.0,4.8,50.0,0.0,66.0,,Southpaw,1996/06/04
373,Carlos Leal,180.34,77.11,187.96,22,6,0,50.0,7.73,53.0,0.78,90.0,,Orthodox,1994/05/04
374,Carlos Mota,162.56,56.7,175.26,8,2,0,41.0,1.13,54.0,0.0,50.0,,Orthodox,1995/04/15
375,Carlos Newton,175.26,77.11,,16,14,0,41.0,1.55,44.0,2.47,43.0,0.9,Orthodox,1976/08/17
376,Carlos Prates,185.42,77.11,198.12,21,7,0,54.0,4.79,48.0,0.25,83.0,,Switch,1993/08/17
377,Carlos Ulberg,193.04,92.99,195.58,13,1,0,55.0,4.21,51.0,0.58,85.0,0.2,Orthodox,1990/11/07
378,Carlos Vera,167.64,61.23,175.26,12,4,0,57.0,2.79,49.0,0.0,25.0,1.6,Orthodox,1987/11/05
379,Carls John De Tomas,165.1,56.7,180.34,6,2,0,37.0,3.93,44.0,1.37,66.0,0.0,Southpaw,1996/08/28
380,Carlston Harris,182.87999999999997,77.11,193.04,19,7,0,43.0,3.46,54.0,1.4599999999999997,55.0,0.6,Orthodox,1987/07/09
381,Carlton Minus,177.8,77.11,190.5,10,3,0,40.0,4.97,50.0,0.0,58.0,0.0,Orthodox,1993/04/26
382,Carmelo Marrero,182.88,92.99,185.42,16,6,0,34.0,2.04,54.0,3.21,36.0,0.9,Orthodox,1981/01/26
383,Caros Fodor,175.26,70.31,187.96,11,6,0,54.0,2.83,54.0,2.1,50.0,,Orthodox,1984/01/07
384,Casey Kenney,170.18,61.23,172.72,16,4,1,42.0,4.67,58.0,1.09,61.0,0.4,Southpaw,1991/03/20
385,Casey O'Neill,167.64000000000001,56.7,175.26,10,2,0,52.0,5.65,57.0,1.45,70.0,0.6999999999999998,Orthodox,1997/10/07
386,Cat Zingano,167.64000000000001,65.77,172.72,10,4,0,61.0,1.6300000000000001,47.0,2.77,42.0,0.8,Southpaw,1982/07/01
387,Cathal Pendred,185.42,77.11,190.5,17,4,1,44.0,3.01,55.0,2.46,83.0,0.4,Orthodox,1987/09/02
388,Cesar Almeida,185.42,83.91,187.96,7,1,0,58.0,2.32,48.0,0.0,60.0,0.3,Orthodox,1988/03/28
389,Cesar Arzamendia,180.34,70.31,,8,3,0,,5.2,,7.32,0.0,2.4,Orthodox,1991/01/31
390,Cesar Marscucci,,,,3,2,0,,0.0,,0.0,0.0,0.0,,
391,Cezar Ferreira,185.42,83.91,198.12,13,8,0,42.0,2.44,53.0,2.69,84.0,0.5,Southpaw,1985/02/15
392,Chad Anheliger,167.64,61.23,162.56,13,8,0,46.0,2.76,53.0,0.68,38.0,0.5,Orthodox,1986/12/01
393,Chad Griggs,185.42,92.99,185.42,11,3,0,50.0,2.22,46.0,1.51,41.0,,Orthodox,1978/05/15
394,Chad Laprise,177.8,77.11,180.34,13,4,0,42.0,3.59,65.0,1.05,78.0,0.0,Orthodox,1986/07/23
395,Chad Mendes,167.64000000000001,65.77,167.64000000000001,18,5,0,49.0,2.35,67.0,4.13,100.0,0.3,Orthodox,1985/05/01
396,Chad Reiner,180.34,77.11,,33,18,0,20.0,1.97,46.0,0.99,25.0,,Orthodox,1981/06/29
397,Chael Sonnen,185.42,92.99,185.42,29,15,1,43.0,1.1,62.0,3.81,66.0,0.4000000000000001,Southpaw,1977/04/03
398,Chan Sung Jung,170.18,65.77,182.88,17,8,0,41.0,4.52,52.0,0.6999999999999998,72.0,0.6,Orthodox,1987/03/17
399,Chan-Mi Jeon,165.1,52.16,,5,2,0,31.0,7.77,55.0,0.0,0.0,,Orthodox,1997/08/28
400,Chance Rencountre,187.96,77.11,190.5,14,4,0,20.0,3.62,49.0,1.35,16.0,,Southpaw,1986/12/31
401,ChangHo Lee,172.72,61.23,175.26,11,1,0,67.0,2.35,39.0,3.27,37.0,,Orthodox,1994/05/09
402,Charalampos Grigoriou,170.18,61.23,170.18,8,5,0,48.0,3.97,46.0,2.62,90.0,0.0,Orthodox,1992/03/31
403,Charles Byrd,177.8,83.91,185.42,10,7,0,55.0,2.63,55.0,2.5,40.0,1.5,Orthodox,1983/10/11
404,Charles Johnson,175.26,56.7,177.8,17,7,0,49.0,3.62,57.0,0.5,67.0,0.4000000000000001,Switch,1991/01/10
405,Charles Jourdain,175.25999999999996,61.23,175.25999999999996,16,8,1,48.0,4.27,56.0,0.34,47.0,0.6,Switch,1995/11/27
406,Charles McCarthy,177.80000000000004,83.91,180.34,10,5,0,12.0,4.03,56.0,2.67,0.0,2.7,Orthodox,1980/08/06
407,Charles Oliveira,177.8,70.31,187.96,35,11,0,55.0,3.26,48.0,2.23,56.0,2.6,Orthodox,1989/10/17
408,Charles Radtke,175.26,77.11,182.88,10,5,0,49.0,3.66,52.0,0.49000000000000005,100.0,0.0,Orthodox,1990/07/09
409,Charles Rosa,175.26000000000002,65.77,175.26000000000002,14,8,0,36.0,3.86,47.0,1.6700000000000002,38.0,1.0,Switch,1986/08/24
410,Charlie Brenneman,177.8,70.31,177.8,19,8,0,56.0,1.55,46.0,4.23,72.0,0.0,Orthodox,1981/02/09
411,Charlie Campbell,182.88,70.31,182.88,9,2,0,54.0,3.73,55.0,2.95,71.0,,Orthodox,1995/07/03
412,Charlie Ontiveros,187.96,70.31,187.96,11,9,0,41.0,5.86,31.0,0.0,30.0,,Switch,1991/07/04
413,Charlie Valencia,160.02,61.23,162.56,12,7,0,37.0,2.61,77.0,1.4,75.0,,Orthodox,1974/10/31
414,Charlie Ward,180.34,77.11,,3,3,0,,7.21,,0.0,0.0,0.0,Orthodox,1980/12/17
415,Chas Skelly,180.34,65.77,182.88,19,3,0,40.0,3.2099999999999995,49.0,1.74,39.0,2.3,Orthodox,1985/05/11
416,Chase Gormley,190.5,120.2,,14,6,0,42.0,6.03,44.0,3.12,0.0,,Orthodox,
417,Chase Hooper,185.42,70.31,187.96,16,3,1,51.0,2.9600000000000004,38.0,2.59,55.0,2.2,Southpaw,1999/09/13
418,Chase Sherman,193.04,113.4,198.12,16,12,0,45.0,6.65,52.0,0.09,74.0,0.0,Orthodox,1989/11/16
419,Che Mills,185.42,77.11,193.04,16,10,0,52.0,2.87,43.0,1.18,58.0,0.0,Orthodox,1982/09/29
420,Cheick Kongo,193.04,108.86,208.28,27,10,2,56.0,1.28,54.0,2.3,52.0,0.20000000000000004,Orthodox,1975/05/17
421,Chelsea Chandler,172.72,61.23,172.72,6,4,0,45.0,4.44,40.0,0.8699999999999999,28.0,0.0,Southpaw,1990/11/23
422,Chepe Mariscal,170.18,65.77,175.26,18,6,0,56.0,3.07,51.0,2.85,73.0,,Orthodox,1992/10/27
423,Cheyanne Vlismas,160.02,52.16,160.02,7,3,0,,2.57,,0.25,66.0,0.2,Switch,1995/06/25
