name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,splm,td_avg,td_def,td_avg_acc,sub_avg,kd,sub_att,ctrl,sig_str_landed,sig_str_atmpted,td_landed,td_atmpted,stance,nick_name,dob,division,main_div,method,method_losses,finish_round,total_rounds,title_fight,won_title_fight,total_ufc_fights,won_fight,ko_losses,totsub_losses,totdec_losses,nocon_losses,loss_fights,ko_t,totsub,totdec,pfp_rank,div_rank
Daniel Sarafian,175.26,83.91,185.42,10,6,0,46.0,3.1,58.0,2.23,0.36000000000000004,53.0,7.0,0.7,1.0,2.0,322.0,21.0,44.0,1.0,14.0,Orthodox,,1982/08/21,"['middleweight', 'welterweight']",middleweight,"['KO/TKO', 'Submission']","['KO/TKO', 'Submission', 'Decision - Split', 'Decision - Split']","[2.0, 1.0]",18.0,0,0,6,2,1.0,1.0,2.0,0.0,4.0,1,1,0,Unranked,Unranked
Dante Rivera,185.42,83.91,,16,7,0,53.0,4.0,25.0,2.27,0.0,16.0,0.0,,0.0,0.0,149.0,34.0,64.0,0.0,5.0,Southpaw,,1974/12/08,['middleweight'],middleweight,[],['Decision - Unanimous'],[],3.0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0,0,0,Unranked,Unranked
Darrel Gholar,172.72,88.0,,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,26.0,1.0,1.0,Orthodox,,,['middleweight'],middleweight,[],['Submission'],[],1.0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0,0,0,Unranked,Unranked
Darren Stewart,182.87999999999997,92.99,187.96,12,8,0,45.0,3.29,48.0,3.05,1.75,67.0,45.0,0.10000000000000002,2.0,0.0,1247.0,321.0,696.0,15.0,33.0,Orthodox,The Dentist,1990/12/30,"['middleweight', 'light heavyweight']",middleweight,"['Submission', 'Decision - Split', 'Decision - Unanimous', 'KO/TKO', 'KO/TKO']","['Decision - Split', 'Submission', 'Decision - Unanimous', 'KO/TKO', 'Decision - Unanimous', 'Could Not Continue', 'Decision - Split', 'Submission', 'Overturned']","[1.0, 3.0, 3.0, 2.0, 2.0]",42.0,0,0,14,5,1.0,2.0,4.0,1.0,8.0,2,1,2,Unranked,Unranked
Dave Menne,177.80000000000004,77.11,,45,17,2,44.0,1.99,42.0,1.84,0.46,57.0,50.0,2.5,0.0,5.0,1088.0,36.0,116.0,2.0,4.0,Orthodox,The Warrior,1974/07/29,"['middleweight', 'lightweight', 'welterweight']",middleweight,"['Decision - Unanimous', 'Decision - Unanimous']","['KO/TKO', 'Decision - Unanimous', 'KO/TKO', 'KO/TKO']","[5.0, 3.0]",22.0,2,1,6,2,3.0,0.0,1.0,0.0,4.0,0,0,2,Unranked,Unranked
David Branch,185.42,83.91,198.12,22,6,0,39.0,1.9099999999999997,56.0,1.66,2.55,43.0,32.0,0.0,1.0,0.0,2060.0,115.0,275.0,14.0,43.0,Orthodox,,1981/09/26,['middleweight'],middleweight,"['KO/TKO', 'Decision - Split', 'Decision - Unanimous', 'Decision - Unanimous']","['Submission', 'KO/TKO', 'Submission', 'KO/TKO', 'KO/TKO']","[1.0, 3.0, 3.0, 3.0]",29.0,0,0,9,4,3.0,2.0,0.0,0.0,5.0,1,0,3,Unranked,7.0
David Loiseau,182.88,83.91,193.04,23,11,0,44.0,3.6399999999999997,43.0,1.59,0.43,36.0,42.0,0.1,4.0,1.0,872.0,98.0,234.0,3.0,7.0,Orthodox,The Crow,1979/12/17,['middleweight'],middleweight,"[""TKO - Doctor's Stoppage"", 'KO/TKO', ""TKO - Doctor's Stoppage"", 'KO/TKO']","['KO/TKO', 'Decision - Unanimous', 'Decision - Unanimous', 'Decision - Unanimous', 'Decision - Unanimous']","[2.0, 2.0, 1.0, 1.0]",29.0,1,0,9,4,1.0,0.0,4.0,0.0,5.0,4,0,0,Unranked,Unranked
David Terrell,185.42,83.91,,6,2,0,63.0,2.7099999999999995,37.0,2.34,5.54,0.0,50.0,5.5,1.0,2.0,104.0,4.0,9.0,3.0,6.0,Southpaw,The Soul Assassin,1978/01/09,['middleweight'],middleweight,"['Submission', 'KO/TKO']",['KO/TKO'],"[1.0, 1.0]",11.0,1,0,3,2,1.0,0.0,0.0,0.0,1.0,1,1,0,Unranked,Unranked
Dean Lister,185.42,83.91,190.5,13,7,0,35.0,1.89,61.0,1.26,1.58,50.0,15.0,1.1,0.0,5.0,560.0,24.0,82.0,8.0,54.0,Orthodox,The Boogeyman,1976/02/13,"['middleweight', 'light heavyweight']",middleweight,"['Submission', 'Decision - Unanimous', 'Decision - Unanimous', 'Submission']","['Decision - Unanimous', 'Decision - Unanimous']","[1.0, 3.0, 3.0, 1.0]",18.0,0,0,6,4,0.0,0.0,2.0,0.0,2.0,0,2,2,Unranked,Unranked
Delson Heleno,180.34,83.91,,29,10,0,,4.83,,0.69,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,4.0,Orthodox,Pe De Chumbo,1977/11/16,['middleweight'],middleweight,[],['KO/TKO'],[],3.0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,Unranked,Unranked
