name,nickname,stance,rank,overall,striking,wrestling,grappling,defense,career_score,finishing,dominance,wins,losses,draws,ufcwins,ufclosses,ufcdraws,ufctotalfights,Titlefighs_wins,pfp_rank,div_rank,divisions,maindiv,dob,strikes_landed_permin,sigstrikes_attempted,striking_acc,kd_permin,striking_def,strabsorbpm,takedown_landed,takedown_attempted,takedown_acc,control_time,takedown_def,sub_attempted,sub_avg15,total_sub,sub_resistance,durability
Bo Nickal,,Southpaw,56,55.53,74.11,45.11,76.4,79.23,12.66,75.58,17.52,7,1,0,7,1,0,5,0,Unranked,15.0,['middleweight'],middleweight,1996/01/14,30.4,1.13,59.01,6.63,67.45,81.76,37.84,8.88,53.0,12.49,100.0,26.85,56.95,27.73,100.0,66.67
Andre Muniz,Sergipano,Southpaw,57,55.38,68.86,60.16,71.75,61.83,23.75,58.14,24.15,24,7,0,24,7,0,9,0,Unranked,10.0,['middleweight'],middleweight,1990/02/17,26.29,10.71,49.01,0.0,59.31,79.86,45.54,33.32,49.0,30.99,35.01,26.85,23.57,41.59,80.0,44.44
Omari Akhmedov,Wolverine,Orthodox,58,55.04,71.71,58.37,58.9,67.01,28.7,46.51,18.4,21,6,1,21,6,1,15,0,Unranked,11.0,"['middleweight', 'welterweight']",middleweight,1987/10/12,38.26,47.54,33.99,13.25,63.95,75.46,29.23,50.37,44.99,39.34,64.99,6.72,3.93,13.86,80.0,48.89
Kendall Grove,Da Spyder,Orthodox,59,54.71,69.26,30.2,79.59,62.8,41.08,70.1,10.03,23,17,0,23,17,0,13,1,Unranked,Unranked,"['middleweight', 'ultimate fighter 3 middleweight tournament']",middleweight,1982/11/12,29.77,4.85,41.01,13.25,62.79,79.26,5.56,5.92,44.99,18.59,55.99,100.0,33.39,27.73,100.0,41.02
David Terrell,The Soul Assassin,Southpaw,60,54.43,75.48,48.94,78.91,54.94,13.33,100.0,3.35,6,2,0,6,2,0,3,0,Unranked,Unranked,['middleweight'],middleweight,1978/01/09,30.15,0.49,63.0,6.63,43.02,76.58,62.76,4.44,50.0,1.76,0.0,13.43,100.0,13.86,100.0,44.44
Dan Miller,,Orthodox,61,54.39,68.45,47.73,86.03,62.56,19.26,69.77,16.04,14,8,0,14,8,0,13,0,Unranked,Unranked,"['middleweight', 'welterweight']",middleweight,1981/06/30,26.15,25.37,36.01,13.25,56.98,73.57,18.92,21.47,54.01,29.72,47.0,87.27,35.35,55.45,100.0,46.16
Krzysztof Jotko,,Southpaw,61,54.39,75.44,52.12,52.38,70.07,35.67,29.59,20.32,24,6,0,24,6,0,17,0,Unranked,9.0,['middleweight'],middleweight,1989/08/19,38.4,56.91,42.0,13.25,66.28,80.73,15.07,35.55,38.98,49.23,82.0,6.72,1.96,0.0,59.99,50.32
Alan Belcher,The Talent,Orthodox,63,54.23,73.57,27.31,70.71,69.32,33.38,85.27,12.43,18,8,0,18,8,0,15,0,Unranked,9.0,"['middleweight', 'catch weight', 'light heavyweight']",middleweight,1984/04/24,34.78,26.81,41.01,19.88,68.6,73.22,4.98,11.11,25.99,26.58,55.01,26.85,17.67,41.59,80.0,54.08
Uriah Hall,Prime Time,Orthodox,64,54.01,83.78,25.84,57.34,64.46,37.13,86.05,4.1,18,11,0,18,11,0,19,0,Unranked,8.0,"['middleweight', 'ultimate fighter 17 middleweight tournament']",middleweight,1984/07/31,41.62,7.48,48.0,53.01,62.79,66.73,6.12,13.33,38.01,12.28,64.01,6.72,1.96,0.0,100.0,45.61
Keith Rockel,Rock,Orthodox,65,53.79,74.77,57.34,74.06,60.42,3.17,93.02,30.44,12,4,1,12,4,1,2,0,Unranked,Unranked,['middleweight'],middleweight,,14.56,0.54,73.0,0.0,76.75,98.18,52.46,2.95,74.99,8.69,100.0,6.72,90.35,13.86,80.0,16.67
Edmen Shahbazyan,The Golden Boy,Orthodox,65,53.79,82.21,37.04,60.27,61.59,30.16,75.58,11.1,15,5,0,15,5,0,13,0,Unranked,9.0,['middleweight'],middleweight,1997/11/20,48.2,12.88,48.0,39.77,55.82,68.72,19.15,23.7,37.01,20.57,66.01,13.43,7.86,13.86,80.0,41.88
Andrew Sanchez,El Dirte,Orthodox,67,53.65,77.74,54.51,56.32,56.15,34.7,37.21,28.77,13,7,0,13,7,0,10,1,Unranked,Unranked,"['middleweight', 'ultimate fighter 23 light heavyweight tournament']",middleweight,1988/04/08,55.4,23.53,43.0,19.88,58.13,55.94,28.89,44.43,36.0,41.01,100.0,0.0,0.0,0.0,100.0,24.44
Brad Tavares,,Orthodox,68,53.6,80.33,43.46,56.32,68.93,34.61,31.98,11.91,21,11,0,21,11,0,26,0,Unranked,8.0,['middleweight'],middleweight,1987/12/21,44.06,60.45,43.0,26.52,63.95,71.66,8.04,44.43,25.99,45.26,81.02,0.0,0.0,0.0,100.0,50.86
Tom Lawlor,Filthy,Southpaw,69,53.52,73.27,49.65,64.26,66.41,19.17,69.77,24.08,10,6,0,10,6,0,11,0,Unranked,15.0,"['middleweight', 'light heavyweight']",middleweight,1983/05/15,32.21,24.39,42.0,19.88,69.76,79.17,27.87,37.03,32.0,37.76,57.01,6.72,27.49,27.73,59.99,45.46
Francis Carmont,Limitless,Orthodox,70,52.79,68.37,43.78,67.8,75.34,23.75,46.51,26.35,25,12,0,25,12,0,9,0,Unranked,7.0,['middleweight'],middleweight,1981/10/11,28.59,11.69,42.0,6.63,68.6,85.83,20.28,24.44,36.0,33.79,73.0,20.15,11.78,27.73,100.0,61.73
Bartosz Fabinski,The Butcher,Orthodox,71,52.64,75.87,87.21,48.9,53.93,9.58,23.26,47.52,15,5,0,15,5,0,6,0,Unranked,Unranked,"['middleweight', 'welterweight']",middleweight,1986/04/26,28.73,5.39,68.0,0.0,59.31,87.38,80.45,25.18,70.01,40.63,80.0,0.0,0.0,0.0,40.01,16.67
Makhmud Muradov,,Orthodox,72,52.57,77.11,49.56,55.21,76.3,12.75,58.14,11.33,26,8,0,26,8,0,7,0,Unranked,Unranked,['middleweight'],middleweight,1990/02/08,54.25,18.53,43.0,19.88,70.93,77.79,34.33,17.77,66.0,11.31,77.01,6.72,3.93,0.0,80.0,63.49
Tim Boetsch,The Barbarian,Orthodox,73,52.35,84.68,43.81,48.72,56.95,29.12,63.95,9.06,21,13,0,21,13,0,24,0,Unranked,9.0,"['middleweight', 'light heavyweight']",middleweight,1981/01/28,37.76,37.37,50.0,46.4,66.28,74.94,16.42,45.17,34.0,31.84,59.01,20.15,15.71,0.0,0.0,26.39
Tim Credeur,,Orthodox,74,52.33,68.59,43.61,76.09,66.04,9.54,93.02,6.57,12,4,0,12,4,0,5,0,Unranked,Unranked,['middleweight'],middleweight,1977/07/09,46.25,10.01,30.0,13.25,66.28,72.96,4.64,0.74,100.0,4.68,49.99,47.0,64.82,13.86,100.0,48.89
