name,nickname,stance,rank,overall,striking,wrestling,grappling,defense,career_score,finishing,dominance,wins,losses,draws,ufcwins,ufclosses,ufcdraws,ufctotalfights,Titlefighs_wins,pfp_rank,div_rank,divisions,maindiv,dob,strikes_landed_permin,sigstrikes_attempted,striking_acc,kd_permin,striking_def,strabsorbpm,takedown_landed,takedown_attempted,takedown_acc,control_time,takedown_def,sub_attempted,sub_avg15,total_sub,sub_resistance,durability
Livinha Souza,The Brazilian Gangsta,Orthodox,33,49.48,58.74,51.94,74.24,67.59,9.85,50.0,25.58,14,4,0,14,4,0,6,0,Unranked,15.0,"[""women's strawweight""]",women's strawweight,1991/03/11,14.42,2.83,60.98,0.0,62.5,65.84,54.62,17.78,44.99,17.58,39.98,42.86,38.86,19.99,100.0,42.59
Cory McKenna,Poppins,Orthodox,34,49.08,58.45,57.71,64.02,65.97,9.85,50.0,62.19,8,4,0,8,4,0,6,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1999/07/11,32.29,14.23,43.9,0.0,37.5,64.61,43.01,16.3,47.0,42.72,74.99,14.29,11.11,19.99,79.99,42.59
Kanako Murata,,Orthodox,35,48.55,66.27,69.1,62.06,60.42,3.3,25.0,100.0,12,3,0,12,3,0,3,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1993/08/10,20.42,4.31,87.8,0.0,55.0,84.48,72.69,11.85,56.01,34.37,100.0,0.0,22.22,0.0,100.0,14.81
Cortney Casey,Cast Iron,Orthodox,36,48.25,64.79,26.74,69.41,65.95,24.7,62.5,10.01,10,10,0,10,10,0,15,0,Unranked,10.0,"[""women's flyweight"", ""women's strawweight""]",women's strawweight,1987/05/05,52.54,45.68,46.34,0.0,60.01,59.63,8.4,11.85,31.02,17.2,38.99,14.29,13.89,40.0,79.99,41.48
Kay Hansen,,Orthodox,37,47.61,64.79,38.14,69.11,60.19,3.35,100.0,49.25,7,6,0,7,6,0,4,0,Unranked,Unranked,"[""women's flyweight"", ""women's strawweight""]",women's strawweight,1999/08/14,33.33,3.1,73.18,0.0,50.01,72.22,39.35,22.96,22.01,22.55,37.0,21.44,22.22,19.99,100.0,33.33
Valerie Letourneau,Trouble,Orthodox,38,47.59,65.66,35.43,59.59,70.08,26.67,25.0,21.43,8,6,0,8,6,0,6,0,Unranked,5.0,"[""women's strawweight"", ""women's flyweight"", ""women's bantamweight""]",women's strawweight,1983/04/29,55.86,23.8,41.46,14.64,67.51,37.88,16.56,8.15,44.99,16.37,65.98,0.0,8.33,0.0,100.0,42.59
Julia Polastri,Psycho,Orthodox,39,46.95,74.75,50.6,60.08,67.09,3.3,25.0,36.68,13,5,0,13,5,0,3,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1998/03/05,72.52,11.01,85.38,0.0,62.5,38.35,18.72,2.96,80.0,12.61,57.98,0.0,11.11,0.0,100.0,40.74
Aleksandra Albu,Stitch,Orthodox,40,46.94,68.52,47.58,62.59,56.61,6.55,62.5,21.62,3,2,0,3,2,0,4,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1990/07/14,60.65,16.14,65.85,0.0,17.5,35.41,48.81,8.89,49.99,9.92,76.98,0.0,11.11,19.99,79.99,36.11
Ashley Yoder,SpiderMonkey,Southpaw,41,46.84,64.43,53.24,65.38,61.45,10.09,25.0,53.76,8,9,0,8,9,0,11,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1987/10/20,39.49,27.56,46.34,14.64,40.01,57.62,23.44,31.85,27.0,67.72,65.98,42.86,16.66,0.0,100.0,35.36
Polyana Viana,Dama de Ferro,Orthodox,42,46.67,61.43,27.29,78.37,52.76,13.3,100.0,7.95,13,8,0,13,8,0,11,0,Unranked,15.0,"[""women's strawweight"", ""women's flyweight""]",women's strawweight,1992/06/14,29.29,2.74,48.79,14.64,55.0,82.93,16.14,8.89,33.0,10.03,34.99,42.86,47.2,60.0,40.0,15.16
Ariane Carnelossi,Sorriso,Orthodox,43,46.37,58.35,44.63,64.48,60.23,9.8,66.66,27.98,15,3,0,15,3,0,5,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1992/11/17,31.24,7.63,46.34,0.0,35.0,48.14,29.47,6.67,55.01,16.04,13.98,0.0,8.33,19.99,100.0,48.89
Juliana Lima,Ju Thai,Orthodox,44,46.34,58.75,54.69,55.7,69.8,9.9,25.0,69.87,9,5,0,9,5,0,7,0,Unranked,11.0,"[""women's strawweight""]",women's strawweight,1982/03/15,17.26,4.48,58.54,0.0,60.01,88.97,37.0,25.93,31.02,56.02,70.0,0.0,0.0,0.0,79.99,38.1
Viktoriia Dudakova,,Orthodox,45,46.16,65.63,46.0,58.09,60.31,6.55,62.5,25.98,8,2,0,8,2,0,4,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1999/01/26,31.24,0.12,65.85,14.64,47.5,68.95,58.72,14.81,35.01,11.92,33.0,0.0,0.0,0.0,100.0,36.11
Alex Chambers,Astro Girl,Southpaw,46,45.93,67.01,46.65,62.23,43.16,3.4,100.0,28.21,5,5,0,5,5,0,5,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1978/10/25,32.73,2.86,82.94,0.0,47.5,42.56,49.69,12.59,41.0,16.15,52.99,14.29,27.77,19.99,40.0,0.0
Bruna Brasil,,Orthodox,47,45.54,70.13,52.9,58.09,58.48,6.6,25.0,34.6,10,5,1,10,5,1,5,0,Unranked,Unranked,"[""women's strawweight"", ""women's flyweight""]",women's strawweight,1993/09/07,29.73,11.73,95.13,0.0,42.51,57.46,33.34,7.41,66.0,19.81,53.99,0.0,0.0,0.0,100.0,31.11
Jessica Penne,,Orthodox,48,45.23,53.99,39.27,63.08,45.67,31.62,50.0,29.11,14,9,0,14,9,0,9,0,Unranked,3.0,"[""women's strawweight""]",women's strawweight,1983/01/30,27.62,4.31,31.7,0.0,35.0,43.33,27.75,42.22,18.02,32.23,35.98,0.0,13.89,19.99,79.99,14.81
Viviane Pereira,Sucuri,Orthodox,49,45.18,52.46,53.38,59.09,72.87,6.55,25.0,19.42,13,2,0,13,2,0,4,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1993/08/28,28.69,4.83,24.39,0.0,67.51,52.17,5.39,0.74,100.0,8.9,27.99,0.0,5.55,0.0,100.0,55.56
Luana Pinheiro,,Orthodox,50,45.12,62.88,46.21,57.41,65.39,14.71,16.66,14.88,11,5,0,11,5,0,7,0,Unranked,9.0,"[""women's strawweight""]",women's strawweight,1992/11/18,37.54,11.49,46.34,14.64,72.5,58.7,50.1,27.41,37.01,11.92,71.0,7.15,5.55,0.0,79.99,26.99
Mallory Martin,,Orthodox,51,44.87,67.61,44.08,60.42,41.19,3.35,100.0,23.49,7,5,0,7,5,0,4,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1994/01/29,54.5,9.96,68.3,0.0,60.01,18.63,49.04,5.93,43.01,10.77,24.98,7.15,8.33,19.99,60.0,0.0
Bec Rawlings,Rowdy,Orthodox,52,44.4,64.1,33.68,66.41,60.97,6.69,62.5,24.55,7,8,0,7,8,0,7,0,Unranked,14.0,"[""women's flyweight"", ""women's strawweight""]",women's strawweight,1989/02/11,55.4,8.14,53.66,0.0,65.0,33.85,15.27,7.41,40.0,19.7,67.99,14.29,11.11,19.99,100.0,25.4
Amanda Cooper,ABC,Switch,53,44.34,63.31,42.22,60.58,43.51,13.85,70.0,38.42,3,5,0,3,5,0,6,0,Unranked,Unranked,"[""women's strawweight"", ""ultimate fighter 23 women's strawweight tournament""]",women's strawweight,1991/10/22,41.44,12.34,58.54,0.0,50.01,72.06,32.9,9.63,37.99,26.4,27.99,7.15,49.97,0.0,40.0,1.86
Emily Whitmire,Spitfire,Orthodox,54,43.56,52.84,54.69,55.92,49.53,6.64,62.5,27.13,4,5,0,4,5,0,6,0,Unranked,15.0,"[""women's flyweight"", ""women's strawweight""]",women's strawweight,1991/05/24,25.67,8.63,26.84,0.0,57.51,75.48,40.87,4.44,66.0,18.65,70.0,0.0,13.89,19.99,20.01,0.0
Hannah Cifers,Shockwave,Orthodox,55,43.52,73.47,54.55,53.14,45.33,6.69,25.0,14.78,10,7,0,10,7,0,7,0,Unranked,Unranked,"[""women's strawweight"", ""women's flyweight""]",women's strawweight,1992/06/26,63.07,15.41,58.54,29.27,52.5,38.04,5.6,0.74,100.0,11.87,63.99,7.15,8.33,0.0,40.0,0.0
Sam Hughes,Sampage,Orthodox,56,43.13,69.72,50.33,0.0,72.73,16.45,40.0,51.01,10,6,0,10,6,0,10,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1992/06/28,54.36,52.62,63.41,0.0,67.51,50.78,23.23,22.96,31.99,58.41,60.0,0.0,,0.0,100.0,47.78
Elise Reed,,Orthodox,57,41.73,71.86,37.97,53.32,49.18,13.2,25.0,12.5,8,5,0,8,5,0,9,0,Unranked,Unranked,"[""women's strawweight"", ""women's flyweight""]",women's strawweight,1992/12/05,39.35,17.91,80.49,14.64,50.01,71.11,9.9,3.7,60.0,12.88,52.99,0.0,0.0,0.0,60.0,7.41
Mizuki,,Orthodox,58,41.33,69.29,16.79,58.09,80.18,6.5,25.0,49.81,15,6,0,15,6,0,3,0,Unranked,Unranked,"[""women's strawweight"", ""women's flyweight""]",women's strawweight,1994/08/19,56.61,12.02,73.18,0.0,42.51,34.47,7.09,5.19,14.0,17.12,85.0,0.0,0.0,0.0,100.0,70.37
Vanessa Demopoulos,Lil Monster,Orthodox,59,40.99,63.8,20.36,62.59,58.19,16.45,40.0,21.67,11,8,0,11,8,0,10,0,Unranked,Unranked,"[""women's strawweight"", ""women's flyweight""]",women's strawweight,1988/09/22,38.74,20.97,46.34,14.64,25.0,38.04,6.88,21.48,9.01,24.81,26.0,0.0,11.11,19.99,79.99,47.78
Jinh Yu Frey,,Southpaw,60,40.9,61.99,40.54,57.2,56.43,6.74,25.0,36.11,11,10,0,11,10,0,8,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1985/05/20,32.73,21.18,56.1,0.0,52.5,56.05,21.94,14.07,36.01,33.08,89.99,0.0,8.33,0.0,79.99,13.89
Gloria de Paula,Glorinha,Orthodox,61,40.75,72.1,28.49,60.58,61.89,3.35,25.0,21.4,6,5,0,6,5,0,4,0,Unranked,Unranked,"[""women's strawweight""]",women's strawweight,1995/06/10,61.56,15.05,80.49,0.0,87.51,63.2,15.91,5.93,37.01,9.81,64.99,0.0,13.89,0.0,100.0,13.89
Diana Belbita,The Warrior Princess,Orthodox,62,40.35,72.77,41.68,50.93,45.7,6.74,25.0,11.52,15,10,0,15,10,0,8,0,Unranked,Unranked,"[""women's flyweight"", ""women's strawweight""]",women's strawweight,1996/06/26,84.99,23.8,51.23,14.64,50.01,20.02,18.49,5.93,62.01,10.55,63.99,0.0,0.0,0.0,40.0,4.17
