name,nickname,stance,rank,overall,striking,wrestling,grappling,defense,career_score,finishing,dominance,wins,losses,draws,ufcwins,ufclosses,ufcdraws,ufctotalfights,Titlefighs_wins,pfp_rank,div_rank,divisions,maindiv,dob,strikes_landed_permin,sigstrikes_attempted,striking_acc,kd_permin,striking_def,strabsorbpm,takedown_landed,takedown_attempted,takedown_acc,control_time,takedown_def,sub_attempted,sub_avg15,total_sub,sub_resistance,durability
Gray Maynard,,Orthodox,25,62.34,71.91,74.87,67.06,72.75,41.11,29.59,35.63,13,7,1,13,7,1,20,0,Unranked,3.0,"['lightweight', 'featherweight']",lightweight,1979/05/09,21.09,24.59,39.99,46.25,65.99,80.87,34.28,58.98,46.99,59.32,81.0,52.12,14.72,0.0,100.0,45.0
Tony Ferguson,El Cucuy,Orthodox,26,61.82,78.86,21.88,79.17,70.23,64.47,81.4,3.13,26,11,0,26,11,0,24,2,9.0,1.0,"['welterweight', 'lightweight', 'interim lightweight', 'ultimate fighter 13 welterweight tournament']",lightweight,1984/02/12,53.95,52.36,56.25,23.13,55.0,68.33,4.61,11.23,35.0,6.32,66.01,61.6,18.91,65.21,48.32,50.47
Joe Lauzon,,Orthodox,27,61.66,70.43,59.22,95.12,64.87,27.49,83.72,20.12,28,16,0,28,16,0,27,0,Unranked,9.0,['lightweight'],lightweight,1984/05/22,31.2,19.33,48.74,23.13,54.0,60.92,28.16,42.13,44.99,41.11,53.99,99.5,42.06,76.07,82.77,43.21
Joe Stevenson,Daddy,Orthodox,28,60.79,66.78,60.1,80.11,65.82,36.91,73.84,33.03,33,16,0,33,16,0,16,1,Unranked,Unranked,"['featherweight', 'lightweight', 'ultimate fighter 2 welterweight tournament', 'welterweight']",lightweight,1982/06/15,22.53,16.18,54.99,7.7,60.01,82.32,32.4,37.64,43.99,41.65,39.0,85.29,46.26,32.6,65.55,40.98
Michel Prazeres,Tractor,Orthodox,29,60.59,70.49,69.61,71.16,78.95,27.42,44.19,41.83,26,4,0,26,4,0,14,0,Unranked,Unranked,"['welterweight', 'lightweight']",lightweight,1981/07/25,26.14,21.21,58.74,15.41,57.0,81.81,46.42,70.21,36.0,44.31,47.02,33.17,12.6,32.6,82.77,69.04
Renato Moicano,,Orthodox,30,60.39,76.9,45.68,74.79,69.63,40.32,76.74,18.36,20,7,1,20,7,1,19,0,Unranked,4.0,"['lightweight', 'featherweight', 'catch weight']",lightweight,1989/05/21,45.81,56.47,59.99,15.41,59.0,74.13,19.67,26.97,40.99,30.11,62.01,9.47,10.51,65.21,65.55,46.79
Mark Bocek,,Orthodox,31,60.36,64.81,75.74,79.21,71.25,22.0,58.14,65.22,12,5,0,12,5,0,13,0,Unranked,Unranked,['lightweight'],lightweight,1981/10/24,25.7,9.06,53.74,0.0,60.01,83.18,43.0,55.04,36.0,64.16,31.02,56.87,27.34,43.47,82.77,53.84
Thiago Tavares,,Orthodox,32,59.87,63.09,72.19,83.46,67.43,23.1,65.12,37.1,21,7,1,21,7,1,18,0,Unranked,15.0,"['featherweight', 'lightweight']",lightweight,1984/11/08,21.97,7.93,50.0,0.0,61.99,83.26,45.13,55.04,41.99,50.54,62.01,37.9,31.54,54.34,100.0,38.89
Kurt Pellegrino,Batman,Orthodox,33,59.05,70.69,65.18,71.93,73.76,19.27,73.09,50.83,16,7,0,16,7,0,12,0,Unranked,Unranked,"['lightweight', 'welterweight']",lightweight,1979/05/07,26.92,15.84,53.74,23.13,63.0,85.95,34.17,24.71,54.01,46.16,69.01,28.43,16.82,43.47,65.55,50.0
Dan Hooker,The Hangman,Switch,34,59.04,93.72,38.16,65.6,71.52,34.58,68.1,18.87,24,12,0,24,12,0,22,0,Unranked,4.0,"['lightweight', 'featherweight']",lightweight,1990/02/13,55.26,98.82,59.99,69.38,50.99,65.79,8.61,17.97,34.0,33.31,78.01,18.95,6.31,21.73,82.77,53.53
Benoit Saint Denis,God of War,Southpaw,35,58.87,82.36,54.23,74.63,68.23,16.46,93.02,30.49,14,3,0,14,3,0,9,0,Unranked,11.0,"['lightweight', 'welterweight']",lightweight,1995/12/18,59.23,18.99,68.75,30.82,41.0,66.59,49.36,26.97,39.0,23.84,69.99,9.47,31.54,32.6,100.0,53.09
Olivier Aubin-Mercier,The Canadian Gangster,Southpaw,36,58.65,71.3,49.98,74.76,77.33,25.33,80.07,38.07,11,5,0,11,5,0,12,0,Unranked,15.0,"['lightweight', 'tuf nations canada vs. australia welterweight tournament']",lightweight,1989/02/23,27.25,11.99,63.75,15.41,55.0,78.47,27.81,38.2,33.0,34.56,69.99,18.95,10.51,43.47,100.0,62.97
Francisco Trinaldo,Massaranduba,Southpaw,37,58.45,77.09,53.87,65.35,79.62,28.94,50.38,26.21,28,9,0,28,9,0,26,0,Unranked,11.0,"['welterweight', 'lightweight', 'middleweight']",lightweight,1978/08/24,34.39,29.06,56.25,38.54,60.01,80.64,11.56,28.1,41.99,51.56,60.02,33.17,10.51,21.73,65.55,66.67
Paddy Pimblett,The Baddy,Orthodox,38,58.03,77.8,24.86,76.85,89.72,33.19,73.09,23.17,23,3,0,23,3,0,7,0,Unranked,8.0,['lightweight'],lightweight,1995/01/03,57.03,18.15,66.24,15.41,41.99,77.24,11.31,7.87,28.0,13.44,50.01,23.68,35.75,32.6,100.0,100.0
Eddie Alvarez,,Orthodox,39,57.99,70.7,41.29,61.45,70.97,49.37,65.12,18.23,29,6,0,29,6,0,8,1,6.0,0.0,['lightweight'],lightweight,1984/01/11,47.47,20.93,51.25,7.7,55.0,68.18,34.4,25.84,36.0,13.8,92.02,4.73,10.51,0.0,100.0,47.22
Rustam Khabilov,Tiger,Orthodox,40,57.23,63.83,65.9,56.99,84.47,27.38,37.21,34.92,24,4,0,24,4,0,13,0,Unranked,11.0,"['welterweight', 'lightweight']",lightweight,1986/11/04,21.75,21.66,42.49,7.7,65.0,84.35,46.53,60.65,40.99,36.11,61.0,0.0,2.1,0.0,82.77,73.5
Edson Barboza,Junior,Orthodox,41,56.87,96.32,33.85,55.0,70.09,37.48,58.14,6.5,24,12,0,24,12,0,30,0,Unranked,3.0,"['featherweight', 'lightweight']",lightweight,1986/01/21,45.17,82.98,54.99,100.0,56.0,66.29,5.3,12.36,50.01,16.4,72.01,4.73,2.1,0.0,65.55,48.89
Matt Wiman,,Orthodox,42,56.35,71.85,57.24,76.08,65.44,23.1,58.14,35.26,16,10,0,16,10,0,18,0,Unranked,Unranked,['lightweight'],lightweight,1983/09/19,34.83,28.95,62.5,7.7,50.99,74.13,25.1,37.07,37.0,48.02,56.01,23.68,31.54,32.6,100.0,43.21
Terrance McKinney,T. Wrecks,Switch,43,56.08,80.9,41.53,76.27,65.14,19.23,93.02,12.52,17,7,0,17,7,0,11,0,Unranked,Unranked,['lightweight'],lightweight,1994/09/15,63.51,7.29,70.0,23.13,47.01,81.31,42.29,7.87,40.0,10.43,77.0,23.68,46.26,32.6,82.77,39.39
Mateusz Rebecki,,Southpaw,44,55.83,77.93,59.46,66.04,75.91,10.92,58.14,36.64,20,2,0,20,2,0,5,0,Unranked,Unranked,"['catch weight', 'lightweight']",lightweight,1992/11/03,51.64,7.74,59.99,30.82,54.0,70.07,45.23,8.99,74.99,13.87,45.0,9.47,16.82,10.85,100.0,66.67
Manuel Torres,El Loco,Switch,45,55.8,86.09,38.73,66.32,79.16,10.92,93.02,3.11,16,3,0,16,3,0,5,0,Unranked,Unranked,['lightweight'],lightweight,1995/03/25,86.48,3.63,75.0,23.13,52.0,69.55,23.56,1.69,66.0,1.18,88.01,4.73,21.03,10.85,100.0,66.67
Justin Gaethje,The Highlight,Orthodox,46,55.69,93.8,9.45,54.14,62.94,59.02,76.74,2.96,26,5,0,26,5,0,14,1,7.0,1.0,"['lightweight', 'interim lightweight']",lightweight,1988/11/14,72.42,59.93,72.49,53.95,50.99,47.94,1.19,3.93,13.99,4.63,68.0,0.0,0.0,0.0,65.55,40.48
Myles Jury,Fury,Orthodox,47,55.64,72.43,50.68,61.19,76.17,25.99,58.14,29.81,17,4,0,17,4,0,12,0,Unranked,8.0,"['featherweight', 'lightweight']",lightweight,1988/10/31,32.31,30.98,52.49,23.13,65.99,84.35,25.45,16.3,55.01,27.06,50.01,4.73,6.31,10.85,82.77,57.41
King Green,,Orthodox,48,55.55,90.23,44.6,64.16,68.08,24.51,50.09,15.43,32,17,1,32,17,1,27,0,Unranked,7.0,"['lightweight', 'catch weight']",lightweight,1986/09/09,70.31,90.51,64.99,38.54,61.99,73.04,14.37,29.77,39.0,33.08,74.0,4.73,6.31,21.73,82.77,39.92
Scott Holtzman,Hot Sauce,Orthodox,49,55.47,79.11,57.24,63.27,69.13,19.31,53.15,40.95,14,6,0,14,6,0,13,0,Unranked,Unranked,['lightweight'],lightweight,1983/09/30,47.47,39.47,58.74,30.82,55.0,73.47,22.16,20.79,56.01,40.28,66.99,4.73,4.2,10.85,100.0,47.01
Jalin Turner,The Tarantula,Southpaw,50,55.01,85.73,33.07,71.61,63.02,23.35,93.02,10.4,14,9,0,14,9,0,13,0,Unranked,9.0,"['lightweight', 'catch weight', 'welterweight']",lightweight,1995/05/18,60.76,21.27,59.99,53.95,41.0,67.01,9.07,4.5,55.01,10.22,75.01,18.95,23.13,32.6,82.77,41.02
Danny Castillo,Last Call,Orthodox,51,54.93,70.32,65.87,60.31,70.35,19.35,43.19,48.85,17,10,0,17,10,0,14,0,Unranked,Unranked,['lightweight'],lightweight,1979/08/25,28.23,36.07,52.49,15.41,61.99,85.8,34.76,49.98,38.0,51.75,63.02,4.73,4.2,0.0,100.0,44.44
Jared Gordon,Flash,Orthodox,52,54.85,81.92,54.38,56.61,68.88,23.3,46.51,41.23,21,7,0,21,7,0,16,0,Unranked,Unranked,"['lightweight', 'featherweight']",lightweight,1988/09/06,62.31,53.32,68.75,15.41,56.0,71.65,21.55,35.94,32.0,49.9,62.01,0.0,0.0,0.0,82.77,47.22
Dennis Siver,,Orthodox,53,54.73,80.94,37.23,63.62,72.31,31.93,52.33,18.48,23,11,0,23,11,0,21,0,Unranked,5.0,"['featherweight', 'lightweight', 'welterweight']",lightweight,1979/01/13,42.53,72.31,39.99,53.95,65.0,80.64,10.26,22.47,32.0,30.3,65.0,23.68,6.31,21.73,65.55,47.62
Claudio Puelles,Prince of Peru,Southpaw,54,54.25,64.88,52.03,74.45,66.96,19.78,72.09,51.55,13,4,0,13,4,0,8,0,Unranked,Unranked,"['lightweight', 'ultimate fighter latin america 3 lightweight tournament']",lightweight,1996/04/21,17.14,5.03,61.24,0.0,46.0,79.86,37.34,29.21,36.0,31.2,60.02,18.95,25.23,32.6,100.0,47.22
Yves Edwards,,Southpaw,55,54.2,80.35,43.76,63.17,69.13,20.02,72.09,19.83,42,22,1,42,22,1,21,0,Unranked,Unranked,"['lightweight', 'welterweight']",lightweight,1976/09/30,31.97,21.94,52.49,61.66,65.99,83.05,8.95,8.43,53.01,31.52,69.01,28.43,14.72,21.73,48.32,39.16
James Krause,The,Orthodox,56,54.17,79.69,30.51,70.35,78.88,24.69,62.01,26.04,28,9,0,28,9,0,13,0,Unranked,Unranked,"['welterweight', 'lightweight', 'middleweight']",lightweight,1986/06/04,52.64,49.52,61.24,23.13,61.0,70.2,11.31,29.21,18.01,25.6,59.01,18.95,18.91,21.73,100.0,66.67
Chris Wade,,Orthodox,57,54.14,68.47,51.58,71.12,81.28,13.69,51.16,53.22,12,3,0,12,3,0,7,0,Unranked,Unranked,['lightweight'],lightweight,1987/09/30,18.67,9.39,66.24,7.7,50.99,87.32,30.63,15.17,51.01,28.19,55.0,18.95,23.13,21.73,100.0,74.6
Mairbek Taisumov,Beckan,Orthodox,58,54.07,71.42,37.04,59.07,89.23,19.15,73.09,7.71,27,6,0,27,6,0,9,0,Unranked,15.0,['lightweight'],lightweight,1988/08/08,32.73,5.15,48.74,30.82,63.99,78.04,15.79,6.19,63.0,5.26,88.01,0.0,0.0,0.0,100.0,80.24
Roger Huerta,El Matador,Orthodox,59,54.05,65.6,46.52,65.39,83.37,16.42,69.77,44.43,23,9,1,23,9,1,8,0,Unranked,Unranked,['lightweight'],lightweight,1983/05/20,40.0,15.22,45.0,0.0,56.0,83.11,25.1,15.73,45.99,26.89,52.0,14.22,10.51,10.85,100.0,77.78
Evan Dunham,,Southpaw,60,53.84,79.45,52.39,63.81,66.29,21.94,42.28,26.15,18,9,1,18,9,1,21,0,Unranked,12.0,"['catch weight', 'lightweight']",lightweight,1981/12/18,58.56,100.0,48.74,15.41,61.0,74.34,21.45,47.18,33.0,41.54,79.01,28.43,21.03,10.85,65.55,35.44
Marc Diakiese,Bonecrusher,Orthodox,61,53.77,69.47,67.17,51.67,67.05,22.08,40.7,40.98,17,7,0,17,7,0,15,0,Unranked,Unranked,['lightweight'],lightweight,1993/03/16,27.9,33.82,50.0,15.41,52.0,80.87,38.76,51.11,42.99,46.51,66.01,0.0,0.0,0.0,48.32,42.97
Genki Sudo,Neo-Samurai,Orthodox,62,53.76,61.55,48.45,84.35,74.14,5.46,93.02,36.83,15,4,2,15,4,2,3,0,Unranked,Unranked,['lightweight'],lightweight,1978/03/08,17.03,3.57,48.74,0.0,33.0,83.83,42.17,5.63,60.0,8.36,50.01,33.17,88.31,21.73,100.0,70.37
Hermes Franca,,Orthodox,63,53.59,69.56,34.34,81.87,69.59,22.59,76.74,16.48,24,17,0,24,17,0,11,0,Unranked,Unranked,"['lightweight', 'catch weight']",lightweight,1974/08/26,19.56,12.55,48.74,30.82,55.0,79.34,18.03,23.6,36.0,14.55,37.01,75.82,50.47,21.73,100.0,52.52
Michael Johnson,The Menace,Southpaw,64,53.5,92.34,34.85,46.74,65.27,35.46,51.16,9.51,24,19,0,24,19,0,30,0,Unranked,5.0,"['lightweight', 'featherweight', 'ultimate fighter 12 lightweight tournament']",lightweight,1986/06/04,46.48,69.75,48.74,92.5,58.01,72.45,7.2,19.66,40.0,22.54,81.0,0.0,0.0,0.0,13.86,34.81
Nazim Sadykhov,Black Wolf,Southpaw,65,53.36,76.46,33.31,63.66,83.79,10.92,93.02,14.34,11,1,1,11,1,1,5,0,Unranked,Unranked,['lightweight'],lightweight,1994/05/16,60.98,2.61,62.5,15.41,50.0,57.3,15.21,5.06,55.01,5.42,75.01,4.73,6.31,10.85,100.0,82.22
Ludovit Klein,Mr. Highlight,Southpaw,66,53.31,80.8,47.79,56.61,75.79,19.23,43.19,37.68,23,5,1,23,5,1,11,0,Unranked,Unranked,"['lightweight', 'featherweight']",lightweight,1995/02/22,39.23,37.48,64.99,38.54,52.0,75.79,17.9,15.17,51.01,31.36,76.02,0.0,0.0,0.0,82.77,60.61
Diego Ferreira,,Orthodox,67,53.24,77.66,27.72,67.76,70.77,29.85,72.09,12.71,19,6,0,19,6,0,16,0,Unranked,8.0,['lightweight'],lightweight,1985/01/18,52.95,60.6,50.0,23.13,55.0,74.92,10.14,16.86,30.0,15.38,56.99,4.73,12.6,21.73,100.0,52.09
Mike Davis,Beast Boy,Orthodox,68,53.2,79.69,43.54,63.09,75.04,13.69,65.12,36.46,12,3,0,12,3,0,7,0,Unranked,Unranked,['lightweight'],lightweight,1992/10/07,51.97,9.22,66.24,30.82,54.0,62.09,28.27,17.97,43.99,19.32,60.02,4.73,16.82,10.85,82.77,63.49
Melvin Guillard,The Young Assassin,Orthodox,69,53.08,88.3,40.36,46.49,68.61,22.85,69.77,6.17,32,18,2,32,18,2,22,0,Unranked,Unranked,"['lightweight', 'welterweight']",lightweight,1983/03/30,32.53,20.7,50.0,100.0,65.99,86.6,15.31,11.8,63.0,10.28,61.0,9.47,4.2,0.0,0.0,38.89
Tyson Griffin,,Orthodox,70,53.04,71.14,47.34,68.36,73.51,22.04,40.7,26.45,16,8,0,16,8,0,14,0,Unranked,Unranked,"['featherweight', 'lightweight']",lightweight,1984/04/20,40.76,20.06,51.25,15.41,65.0,83.33,22.03,24.71,45.99,28.01,59.01,28.43,18.91,10.85,100.0,50.79
Kaue Fernandes,,Orthodox,71,52.98,77.03,50.32,59.07,83.86,5.46,58.14,11.6,10,2,0,10,2,0,3,0,Unranked,Unranked,['lightweight'],lightweight,1995/03/17,43.95,11.99,67.49,23.13,61.0,90.44,15.31,1.69,100.0,2.64,76.02,0.0,0.0,0.0,100.0,70.37
Chad Laprise,The Disciple,Orthodox,72,52.96,74.87,34.1,59.07,69.82,32.64,65.12,12.92,13,4,0,13,4,0,10,1,Unranked,Unranked,"['welterweight', 'lightweight', 'tuf nations canada vs. australia welterweight tournament']",lightweight,1986/07/23,52.53,13.73,52.49,23.13,65.0,73.98,12.37,6.19,54.01,9.78,78.01,0.0,0.0,0.0,100.0,41.11
Ross Pearson,The Real Deal,Orthodox,73,52.74,79.06,31.12,56.61,68.25,35.76,59.3,8.34,20,16,0,20,16,0,26,1,Unranked,14.0,"['lightweight', 'welterweight', 'featherweight', 'ultimate fighter 9 lightweight tournament']",lightweight,1984/09/26,40.42,39.64,50.0,46.25,61.99,70.35,8.72,23.6,35.0,16.82,75.01,0.0,0.0,0.0,82.77,40.6
Rafael Fiziev,Ataman,Switch,74,52.68,79.73,39.99,59.07,72.31,23.27,53.15,8.59,13,4,0,13,4,0,11,0,Unranked,6.0,['lightweight'],lightweight,1993/03/05,52.42,61.28,64.99,15.41,50.0,65.43,10.49,6.19,72.0,8.02,90.0,0.0,0.0,0.0,100.0,53.53
Reza Madadi,Mad Dog,Orthodox,75,52.55,66.98,44.39,68.35,75.02,8.31,93.02,34.04,14,6,0,14,6,0,7,0,Unranked,Unranked,['lightweight'],lightweight,1978/06/20,27.58,21.32,57.5,0.0,65.99,76.0,37.34,31.46,33.0,18.04,89.02,14.22,10.51,21.73,100.0,49.21
Efrain Escudero,Hecho En Mexico,Orthodox,76,52.44,75.58,40.14,60.62,66.29,30.03,51.16,29.33,28,12,0,28,12,0,12,1,Unranked,Unranked,"['lightweight', 'ultimate fighter 8 lightweight tournament']",lightweight,1986/01/15,32.08,18.43,54.99,38.54,63.0,83.33,15.44,17.97,40.0,26.62,66.01,4.73,16.82,10.85,65.55,35.19
Leonardo Santos,,Orthodox,77,52.4,71.75,23.74,63.77,73.8,35.37,70.1,14.49,18,7,1,18,7,1,11,1,Unranked,Unranked,"['lightweight', 'ultimate fighter brazil 2 welterweight tournament']",lightweight,1980/02/05,30.98,6.89,57.5,23.13,54.0,75.36,10.37,15.17,25.01,12.07,86.02,4.73,4.2,21.73,82.77,53.53
Anthony Rocco Martin,,Orthodox,78,52.34,68.78,37.86,69.74,73.96,24.77,54.27,33.93,17,6,0,17,6,0,15,0,Unranked,Unranked,"['welterweight', 'lightweight']",lightweight,1989/12/11,29.45,33.87,46.24,15.41,58.01,81.23,8.37,18.54,27.0,38.5,68.0,28.43,21.03,32.6,65.55,54.08
Mac Danzig,,Orthodox,79,52.25,75.36,37.14,63.79,58.65,30.07,72.09,24.69,21,12,1,21,12,1,13,1,Unranked,Unranked,"['lightweight', 'ultimate fighter 6 welterweight tournament']",lightweight,1980/01/02,37.25,32.5,59.99,23.13,57.0,75.07,14.14,17.97,37.0,24.28,46.01,14.22,12.6,21.73,65.55,27.36
Al Iaquinta,Raging,Orthodox,80,52.22,82.6,19.56,56.35,71.55,38.89,61.24,7.06,14,7,1,14,7,1,15,0,Unranked,4.0,"['lightweight', 'ultimate fighter 15 lightweight tournament']",lightweight,1987/04/30,44.61,54.39,50.0,53.95,61.0,67.17,7.43,24.16,18.01,9.1,74.0,14.22,4.2,0.0,65.55,48.89
Drakkar Klose,,Orthodox,81,52.19,78.82,38.25,59.07,76.53,24.65,38.76,28.85,15,3,1,15,3,1,12,0,Unranked,Unranked,['lightweight'],lightweight,1988/03/09,47.58,47.44,68.75,15.41,50.0,74.34,19.44,30.34,27.0,26.18,69.01,0.0,0.0,0.0,100.0,64.81
Norman Parke,Stormin',Southpaw,82,51.96,64.27,42.25,59.07,79.06,29.9,37.21,43.61,23,6,1,23,6,1,9,1,Unranked,Unranked,"['lightweight', 'ultimate fighter australia vs. uk lightweight tournament']",lightweight,1986/12/22,33.62,17.25,43.75,0.0,63.99,79.13,23.33,35.94,26.01,29.7,77.0,0.0,0.0,0.0,100.0,60.49
Jens Pulver,Little Evil,Southpaw,83,51.82,63.6,33.7,59.68,72.22,40.67,46.51,43.91,27,19,1,27,19,1,9,3,Unranked,Unranked,['lightweight'],lightweight,1974/12/06,23.28,1.07,46.24,7.7,56.0,77.32,2.61,2.82,33.0,35.44,63.02,18.95,6.31,0.0,82.77,53.09
Joe Solecki,,Orthodox,84,51.7,67.23,52.12,73.23,66.66,13.77,51.16,53.55,13,6,0,13,6,0,9,0,Unranked,Unranked,['lightweight'],lightweight,1993/08/27,21.64,8.49,66.24,0.0,50.0,86.6,24.26,16.86,47.99,36.48,14.01,28.43,29.44,21.73,100.0,51.86
Jacob Volkmann,Christmas,Southpaw,85,51.45,59.59,63.74,68.05,65.48,16.5,34.88,58.85,19,7,0,19,7,0,10,0,Unranked,Unranked,"['lightweight', 'welterweight']",lightweight,1980/09/05,13.06,8.66,42.49,0.0,52.0,87.1,37.58,27.53,47.99,44.52,52.0,56.87,42.06,10.85,48.32,41.11
Paul Felder,The Irish Dragon,Orthodox,86,51.44,76.46,25.01,64.25,73.05,28.8,62.01,16.42,17,6,0,17,6,0,15,0,Unranked,6.0,"['lightweight', 'welterweight']",lightweight,1984/04/25,40.65,57.2,54.99,23.13,48.0,75.07,3.42,7.87,28.0,20.29,64.0,14.22,4.2,10.85,100.0,59.26
Chris Duncan,The Problem,Orthodox,87,51.16,70.51,46.76,64.81,73.8,10.92,58.14,28.53,13,2,0,13,2,0,5,0,Unranked,Unranked,['lightweight'],lightweight,1993/05/10,46.14,3.79,56.25,7.7,47.01,73.69,48.3,15.17,42.99,10.8,37.01,0.0,12.6,21.73,82.77,66.67
Vinc Pichel,From Hell,Orthodox,88,51.07,72.44,53.66,57.85,67.43,19.27,33.22,32.05,14,5,0,14,5,0,12,0,Unranked,Unranked,['lightweight'],lightweight,1982/11/23,41.53,38.21,57.5,7.7,54.0,77.02,29.46,27.53,51.01,29.1,31.02,4.73,4.2,0.0,82.77,50.0
Rafa Garcia,Gifted,Orthodox,89,51.03,70.41,51.61,63.27,73.02,13.77,37.21,33.41,17,4,0,17,4,0,9,0,Unranked,Unranked,['lightweight'],lightweight,1994/08/05,44.06,40.65,53.74,0.0,60.01,67.6,37.82,33.7,42.99,22.75,77.0,4.73,4.2,10.85,100.0,51.86
Thiago Moises,,Orthodox,90,50.75,68.11,40.45,72.1,62.71,22.08,58.14,24.82,19,9,0,19,9,0,15,0,Unranked,14.0,['lightweight'],lightweight,1995/03/23,27.25,31.82,52.49,7.7,52.99,70.43,15.44,23.6,35.0,29.42,52.0,23.68,23.13,32.6,82.77,37.78
Jordan Leavitt,The Monkey King,Southpaw,91,50.74,72.2,38.04,66.47,67.64,13.73,79.07,23.89,12,3,0,12,3,0,8,0,Unranked,Unranked,['lightweight'],lightweight,1995/06/02,27.36,3.51,76.25,7.7,57.0,87.04,34.4,19.66,30.0,14.46,30.01,14.22,27.34,21.73,65.55,47.22
Spencer Fisher,The King,Southpaw,92,50.68,73.38,29.19,71.42,69.9,22.01,62.01,15.6,24,9,0,24,9,0,17,0,Unranked,Unranked,"['lightweight', 'welterweight']",lightweight,1976/05/09,34.83,33.36,53.74,23.13,63.99,78.04,7.9,16.86,30.0,20.06,60.02,33.17,16.82,21.73,100.0,44.44
Fares Ziam,Smile Killer,Orthodox,92,50.68,70.61,39.6,57.85,84.46,19.15,33.22,33.1,17,4,0,17,4,0,9,0,Unranked,Unranked,['lightweight'],lightweight,1997/03/21,31.31,15.95,63.75,7.7,63.99,88.26,19.09,17.97,40.0,22.54,69.99,4.73,4.2,0.0,82.77,71.6
Abel Trujillo,Killa,Orthodox,94,50.62,71.24,40.75,59.1,71.65,16.54,65.9,18.02,15,8,0,15,8,0,11,0,Unranked,Unranked,['lightweight'],lightweight,1983/09/18,29.11,26.81,51.25,23.13,59.0,83.26,25.68,18.54,44.99,15.01,40.01,4.73,8.41,10.85,65.55,53.53
Josh Thomson,The Punk,Orthodox,95,50.53,70.0,37.17,64.02,66.96,20.41,69.77,27.66,22,9,0,22,9,0,7,0,Unranked,3.0,['lightweight'],lightweight,1978/09/21,28.45,8.55,58.74,15.41,63.99,84.63,22.62,16.86,39.0,16.05,53.99,0.0,27.34,0.0,100.0,38.1
Yancy Medeiros,,Orthodox,96,50.42,86.45,27.6,70.58,56.86,16.7,81.4,7.02,15,8,0,15,8,0,15,0,Unranked,15.0,"['lightweight', 'welterweight']",lightweight,1987/09/07,47.9,65.13,46.24,69.38,47.01,58.9,3.9,3.37,50.01,8.32,73.02,23.68,14.72,32.6,82.77,26.67
Nasrat Haqparast,,Southpaw,97,50.15,88.27,14.9,59.07,81.49,27.42,37.21,5.13,18,5,0,18,5,0,14,0,Unranked,Unranked,['lightweight'],lightweight,1995/08/22,70.31,46.08,56.25,53.95,63.0,56.44,4.13,11.23,20.01,5.44,84.0,0.0,0.0,0.0,100.0,69.04
Davi Ramos,Tasmanian Devil,Orthodox,98,50.04,64.07,34.16,71.21,77.93,11.0,75.58,18.91,10,4,0,10,4,0,7,0,Unranked,Unranked,"['lightweight', 'welterweight']",lightweight,1986/11/05,29.0,17.19,46.24,0.0,56.0,75.07,22.97,14.04,40.0,10.01,82.99,9.47,12.6,32.6,100.0,61.9
Magomed Mustafaev,The Sniper,Orthodox,99,49.99,73.5,43.09,58.13,63.32,8.23,93.02,20.24,14,4,0,14,4,0,5,0,Unranked,Unranked,['lightweight'],lightweight,1988/08/02,28.45,8.38,72.49,15.41,41.0,80.58,38.99,8.99,50.01,7.65,23.0,0.0,8.41,0.0,82.77,48.89
Drew Dober,,Southpaw,100,49.97,86.48,27.35,52.55,63.03,21.95,76.92,12.25,27,15,0,27,15,0,25,0,Unranked,13.0,"['lightweight', 'welterweight']",lightweight,1988/10/19,47.9,51.94,50.0,69.38,50.99,68.62,7.78,29.21,17.01,23.17,56.01,0.0,2.1,10.85,31.09,39.11
James Vick,The Texecutioner,Orthodox,101,49.9,74.7,18.84,70.62,69.23,28.76,62.01,5.36,13,5,0,13,5,0,14,0,Unranked,9.0,"['lightweight', 'welterweight']",lightweight,1987/02/23,45.37,18.82,48.74,30.82,60.01,76.0,3.07,3.37,33.0,5.95,56.99,0.0,14.72,32.6,100.0,46.03
Don Madge,Magic Man,Southpaw,102,49.83,70.1,26.93,61.74,100.0,5.42,58.14,53.23,9,3,1,9,3,1,2,0,Unranked,Unranked,['lightweight'],lightweight,1990/11/12,22.84,1.77,64.99,15.41,67.0,94.64,26.16,6.75,25.01,8.06,79.99,0.0,14.72,0.0,100.0,100.0
Adriano Martins,,Southpaw,103,49.52,65.66,40.93,64.03,70.32,11.0,75.58,9.37,28,9,0,28,9,0,7,0,Unranked,Unranked,['lightweight'],lightweight,1982/12/16,19.78,10.24,47.49,15.41,65.0,84.5,9.78,2.82,79.99,4.96,81.0,4.73,8.41,10.85,100.0,39.68
Mason Jones,The Dragon,Orthodox,104,49.51,72.5,55.49,59.07,76.26,5.54,23.26,45.91,16,2,0,16,2,0,5,0,Unranked,Unranked,['lightweight'],lightweight,1995/04/26,61.09,35.56,51.25,0.0,48.0,67.66,49.95,20.23,52.01,17.37,79.99,0.0,0.0,0.0,100.0,64.44
Johnny Case,Hollywood,Orthodox,105,49.27,72.03,37.26,60.32,76.57,10.96,58.14,33.68,22,6,0,22,6,0,6,0,Unranked,Unranked,['lightweight'],lightweight,1989/06/28,43.39,39.28,47.49,15.41,61.0,80.72,20.03,11.23,44.99,15.29,72.01,0.0,4.2,10.85,82.77,57.41
